DEPTID|UFID|END_DATE|title|SAL_ADMIN_PLAN|uri|remove|hr_title|START_DATE
60470000|12191451|NULL|Assistant Professor|FA12|||AST PROF|2013-08-16
29180100|18011343|NULL|Assistant Professor|FA12|||AST PROF|2009-07-01
60100000|15145623|NULL|Assistant Professor|FA12|||AST PROF|2008-11-28
29140000|54638770|NULL|Joint Associate Professor|CTSY|||JNT ASO PROF|2004-06-18
34070103|61353809|NULL|Resident|HOUS|||RESIDENT|2013-07-01
29120000|09961608|NULL|Resident|HOUS|||RESIDENT|2014-07-01
60830000|45112950|NULL|Information/Publications Services, Coordinator 1|TA12|||INFO/PUBLICATIONS SVCS, CRD 1|1989-07-07
29091500|08998071|NULL|Resident|HOUS|||RESIDENT|2013-07-01
30180000|73364341|NULL|Program Director  and  Clinical Professor|FACM|||PRG DIR & CLIN PROF|2004-06-18
60760000|99618146|NULL|Assistant Professor|FA12|||AST PROF|2011-08-17
33060000|57483890|NULL|Assistant Professor|FA12|||AST PROF|2010-06-04
29160408|76097160|NULL|Program Director  and  Clinical Assistant Professor|FACM|||PRG DIR & CLIN AST PROF|2014-06-13
19010800|06504850|NULL|Accounting, Coordinator 4|TA12|||ACCOUNTING, CRD 4|2009-12-11
60150000|86942690|NULL|Courtesy Assistant In|CTSY|||CO AST IN|2000-01-01
29092200|13168483|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2014-02-21
29150000|56392999|NULL|Resident|HOUS|||RESIDENT|2011-07-01
29050903|90803790|NULL|Medical Laboratory Manager|TU2E|||MEDICAL LABORATORY MGR|2008-01-09
60090000|25455150|NULL|Assistant Professor|CTSY|||AST PROF|1996-11-22
16900000|44508090|NULL|Associate Professor|FA09|||ASO PROF|2000-08-11
18180400|02243030|NULL|Instructor/PK Yonge|FA10|||INSTRUCTOR/PKY|2005-08-09
13020100|94836993|NULL|Associate Professor|FA09|||ASO PROF|2003-12-19
19030000|10331880|NULL|Assistant Professor|FA09|||AST PROF|2002-12-20
16520000|40831510|NULL|Assistant In|FA12|||AST IN|2006-08-11
30290000|31911651|NULL|Resident|HOUS|||RESIDENT|2013-07-01
16900000|44557540|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
30070000|86219510|NULL|Resident|HOUS|||RESIDENT|2008-05-01
60780000|50476230|NULL|Associate Professor|FA12|||ASO PROF|2002-01-04
19090000|62540840|NULL|Associate Professor|FA09|||ASO PROF|2008-01-01
29120000|56819134|NULL|Resident|HOUS|||RESIDENT|2011-07-01
34060700|17402560|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2010-01-05
16600000|60959450|NULL|Affiliate Professor|CTSY|||AFFL PROF|2010-11-02
55080100|29345030|NULL|Accounting, Coordinator 2|TA12|||ACCOUNTING, CRD 2|1995-12-18
30050000|24048912|NULL|Resident|HOUS|||RESIDENT|2009-07-01
34060300|55159813|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2009-07-28
33050000|63899620|NULL|Adjunct Research Assistant Professor|OF12|||ADJ RES AST PROF|2007-09-11
16320000|81337251|NULL|Associate Professor|FA09|||ASO PROF|2005-08-16
16600000|68750440|NULL|Affiliate Professor|CTSY|||AFFL PROF|2010-11-02
17200301|69352324|NULL|Assistant In|FA12|||AST IN|2009-06-15
34100000|31852340|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2000-01-01
16520000|51887749|NULL|Associate In|FA12|||ASO IN|2007-07-01
09010000|41381864|NULL|University Relations, Vice President 7|TA12|||UNIV RELATIONS, VICE PRES 7|2004-10-01
29051400|17179950|NULL|Joint Professor|CTSY|||JNT PROF|2012-03-15
52010000|94725230|NULL|Associate Professor|OF12|||ASO PROF|2005-06-03
34060600|44906788|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2013-08-01
29140401|13098067|NULL|Resident|HOUS|||RESIDENT|2013-07-01
32060000|85067340|NULL|Associate Professor|FA12|||ASO PROF|1999-09-13
17020100|69957580|NULL|Chair  and  Associate Professor|FA09|||CHAIR & ASO PROF|1993-08-13
64901000|24573730|NULL|Administrative Services, Coordinator 3|TA12|||ADMINISTRATIVE SERVICES, CRD 3|2004-05-10
29120000|20910350|NULL|Adjunct Assistant Professor|OF12|||ADJ AST PROF|2014-06-06
15020100|74437570|NULL|Adjunct Assistant Professor|OF09|||ADJ AST PROF|2008-08-16
60170000|34836390|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
24010300|60819164|NULL|Associate Professor|FA09|||ASO PROF|2011-05-16
15020000|15885650|NULL|Associate Professor|FA09|||ASO PROF|1989-08-11
19090000|89786381|NULL|Assistant Professor|FA09|||AST PROF|2013-08-16
29091500|35560101|NULL|Resident|HOUS|||RESIDENT|2014-07-01
30180000|61910209|NULL|Resident|HOUS|||RESIDENT|2014-07-01
60460000|12822601|NULL|Associate Professor|FA12|||ASO PROF|2006-11-20
29091500|89301901|NULL|Resident|HOUS|||RESIDENT|2013-07-01
34110103|56659367|NULL|Resident|HOUS|||RESIDENT|2014-07-01
13030100|42424641|NULL|Associate Professor|FA09|||ASO PROF|2007-08-16
29160700|14185696|NULL|Resident|HOUS|||RESIDENT|2014-07-01
32050000|17975143|NULL|Affiliate Clinical Associate Professor|CTSY|||AFFL CLIN ASO PROF|2005-03-07
19010700|10381938|NULL|Research Administrator 2|TA12|||RESEARCH ADM 2|2011-04-26
32060300|90536101|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2004-07-01
16900000|96100900|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
18180500|93729421|NULL|Instructor/PK Yonge|FA10|||INSTRUCTOR/PKY|2013-10-22
30090000|19726609|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2006-02-07
29090100|53386386|NULL|Joint Associate Professor|CTSY|||JNT ASO PROF|2005-09-15
14330200|87587560|NULL|Systems Administrative/Programmer 3|TA12|||Systems Admin/Programmer 3|1985-09-19
29120000|04111397|NULL|Resident|HOUS|||RESIDENT|2014-07-01
29160204|93944241|NULL|Resident|HOUS|||RESIDENT|2014-07-01
60180000|08350730|NULL|Associate Professor|FA12|||ASO PROF|2007-07-15
29040100|36336352|NULL|Resident|HOUS|||RESIDENT|2014-07-01
30090000|89089448|NULL|Resident|HOUS|||RESIDENT|2014-07-01
28090000|33431863|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2014-05-17
60770000|07400770|NULL|Assistant Professor|FA12|||AST PROF|2013-09-23
29050102|19017913|NULL|Resident|HOUS|||RESIDENT|2010-07-01
28311105|77992460|NULL|Veterinary Care Manager, Senior|TU2E|||VETERINARY CARE MGR, SR|1999-09-17
29180000|66629539|NULL|Joint Associate Professor|CTSY|||JNT ASO PROF|2007-09-01
24020100|02104388|NULL|Associate Dean  and  Lecturer|FA12|||ASO DEAN & LECTURER|2006-09-18
19070000|78858060|NULL|Adjunct Assistant Scientist|OF12|||ADJ AST SCTST|1968-08-01
13030200|76807200|NULL|Assistant In|FA09|||AST IN|2006-08-16
28050000|16963830|NULL|Joint Professor|CTSY|||JNT PROF|2004-06-18
28090000|37550521|NULL|Courtesy Clinical Associate Professor|CTSY|||CO CLIN ASO PROF|1996-05-01
33010000|43288160|NULL|Program Director  and  Clinical Assistant Professor|FA12|||PRG DIR & CLIN AST PROF|2003-08-08
29060000|31381137|NULL|Joint Professor|CTSY|||JNT PROF|2013-12-26
32080500|66039460|NULL|Academic Support Services, Assistant Director 4|TA12|||ACADEMIC SUPP SVCS, AST DIR 4|1999-01-04
29180300|11612070|NULL|Adjunct Clinical Postdoctoral Associate|CPFI|||ADJ CLIN POSTDOC ASO|2013-07-01
29010400|64797540|NULL|Associate Dean  and  Lecturer|FACM|||ASO DEAN & LECTURER|1977-08-15
34060600|95789169|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2009-03-06
29092200|65191549|NULL|Administrative Services, Coordinator 1|TA12|||ADMINISTRATIVE SERVICES, CRD 1|2011-09-16
32060000|90179949|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2000-01-01
19020000|07445360|NULL|Associate Professor|FA09|||ASO PROF|2001-07-01
30090000|67981993|NULL|Resident|HOUS|||RESIDENT|2013-07-01
27010100|29117150|NULL|Administrative Services, Coordinator 3|TA12|||ADMINISTRATIVE SERVICES, CRD 3|2009-07-06
16660000|25223460|NULL|Affiliate Professor|CTSY|||AFFL PROF|2009-01-01
18080000|15841994|NULL|Assistant Professor|FA09|||AST PROF|2013-08-16
29040200|47365529|NULL|Resident|HOUS|||RESIDENT|2014-07-01
30050000|36267999|NULL|Resident|HOUS|||RESIDENT|2014-07-01
29050102|89549925|NULL|Resident|HOUS|||RESIDENT|2014-07-01
55030400|12735550|NULL|Library Associate 2|TU2E|||LIBRARY ASSOCIATE 2|1997-05-16
32010000|21957090|NULL|Research Programs/Services, Assistant Director 4|TA12|||RESEARCH PROGS/SVCS, AST DIR 4|2000-12-22
60070000|61749201|NULL|Assistant Professor|FA12|||AST PROF|2011-05-31
16240000|96100900|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
16800000|96247290|NULL|Affiliate Professor|CTSY|||AFFL PROF|2007-10-05
29040100|81868160|NULL|Joint Professor|CTSY|||JNT PROF|2004-06-18
30070000|45228121|NULL|Courtesy Clinical Associate Professor|CTSY|||CO CLIN ASO PROF|1992-08-07
30090000|25619420|NULL|Joint Assistant Professor|CTSY|||JNT AST PROF|2009-02-26
29130000|28707421|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|1993-07-01
29040100|76495546|NULL|Resident|HOUS|||RESIDENT|2012-07-01
29170000|17035621|NULL|Accounting, Coordinator 2|TA12|||ACCOUNTING, CRD 2|2011-04-01
29200000|64601310|NULL|Associate Professor|FACM|||ASO PROF|2000-06-05
28090000|56792810|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2000-01-01
03020000|85998141|NULL|Admissions, Coordinator 2|TA12|||ADMISSIONS, CRD 2|2013-03-01
11060100|88949280|NULL|Research Administrator 2|TA12|||RESEARCH ADM 2|1994-08-23
17200100|27700390|NULL|Senior Associate In|FA12|||SR ASO IN|1993-12-13
30290000|98308941|NULL|Resident|HOUS|||RESIDENT|2013-07-01
29090000|54431330|NULL|Joint Professor|CTSY|||JNT PROF|2006-09-13
29150000|95991985|NULL|Resident|HOUS|||RESIDENT|2013-07-01
16200000|62349181|NULL|Associate Professor|FA09|||ASO PROF|2007-05-16
29140101|57112159|NULL|Medical/Healthh Administrative, Assistant Director 4|TA12|||MEDICAL/HLTH ADMIN, AST DIR 4|2008-06-01
29020100|23590230|NULL|Associate Professor|FA12|||ASO PROF|1985-07-01
28090000|83068550|NULL|Assistant Professor|FA12|||AST PROF|2007-04-30
30090000|94374350|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2012-02-17
57140100|77868540|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
29350000|80416780|NULL|Joint Associate Professor|CTSY|||JNT ASO PROF|2012-06-01
31030000|98988599|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2010-09-01
60750000|38978378|NULL|Assistant Professor|FA12|||AST PROF|2012-01-02
18180100|43436840|NULL|Instructor/PK Yonge|OF12|||INSTRUCTOR/PKY|2004-07-02
29050102|39198942|NULL|Resident|HOUS|||RESIDENT|2013-07-01
34060600|89517973|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2011-08-22
36010000|31396449|NULL|Assistant Professor|FA12|||AST PROF|2007-07-31
32060300|34679049|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2014-04-02
28319000|32315347|NULL|Human Services Counselor, Senior|TU2E|||HUMAN SERVICES COUNS, SR|2014-07-01
13010000|18001665|NULL|Associate Dean  and  Lecturer|FA12|||ASO DEAN & LECTURER|2011-10-28
30050000|18810317|NULL|Resident|HOUS|||RESIDENT|2013-07-01
16010000|13187984|NULL|Administrative Services, Coordinator 4|TA12|||ADMINISTRATIVE SERVICES, CRD 4|2004-08-16
34130103|90046450|NULL|Resident|HOUS|||RESIDENT|2002-11-18
29020000|51427982|NULL|Joint Professor|CTSY|||JNT PROF|2009-09-18
14200300|57853730|NULL|Information Technology Support Supervisor|TA12|||IT SUPPORT SUPERVISOR|2002-08-25
60320000|44770321|NULL|Courtesy Assistant In|CTSY|||CO AST IN|2004-06-18
55040200|95365720|NULL|Archivist, Senior|US2E|||ARCHIVIST, SR|1998-03-06
64201000|74352450|NULL|Administrative Assistant, Senior|TU2E|||ADMINISTRATIVE AST, SR|1996-09-16
29260000|80480670|NULL|Joint Professor|CTSY|||JNT PROF|2004-06-18
16040100|11701750|NULL|Associate Professor|FA09|||ASO PROF|2000-08-11
29010500|41788120|NULL|Accounting, Coordinator 2|TA12|||ACCOUNTING, CRD 2|2000-05-30
33070000|49742180|NULL|Associate Professor|FA12|||ASO PROF|2004-09-01
29140000|50226370|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2000-01-01
19140000|90915690|NULL|Associate Professor|FA09|||ASO PROF|1999-08-13
16122400|04370840|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
15060000|39148302|NULL|Assistant Professor|FA09|||AST PROF|2012-08-16
16320000|34285170|NULL|Associate Professor|FA09|||ASO PROF|1997-07-16
60470000|89137666|NULL|Affiliate Eminent Scholar|CTSY|||AFFL EMIN SCHOLAR|2004-06-18
32060300|62219126|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2014-05-28
30130000|52535792|NULL|Resident|HOUS|||RESIDENT|2013-07-01
13050000|35050087|NULL|Administrative Services, Coordinator 3|TA12|||ADMINISTRATIVE SERVICES, CRD 3|2014-08-11
34100400|13121111|NULL|Resident|HOUS|||RESIDENT|2013-07-01
29150000|44149865|NULL|Resident|HOUS|||RESIDENT|2012-07-01
29050600|39367730|NULL|Assistant Professor|FACM|||AST PROF|2012-12-21
29020000|01074170|NULL|Joint Professor|CTSY|||JNT PROF|2007-03-26
30220000|11739973|NULL|Joint Assistant Professor|CTSY|||JNT AST PROF|2013-10-07
18180400|64071070|NULL|Instructor/PK Yonge|FA10|||INSTRUCTOR/PKY|2007-08-10
30070000|46248510|NULL|Program Director  and  Clinical Assistant Professor|FACM|||PRG DIR & CLIN AST PROF|2000-07-01
32060000|47628001|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|1989-09-25
32050000|34075441|NULL|Affiliate Clinical Associate Professor|CTSY|||AFFL CLIN ASO PROF|1978-01-01
31010100|35294490|NULL|Medical/Healthh Administrative, Associate Director 4|TA12|||MEDICAL/HLTH ADMIN, ASO DIR 4|1999-01-25
60170000|14614781|NULL|Affiliate Professor|CTSY|||AFFL PROF|2006-05-05
30090000|81425411|NULL|Resident|HOUS|||RESIDENT|2013-07-01
18190000|90004535|NULL|Development/Alumni Affiliate, Coordinator 3|TA12|||DEVELOPMENT/ALUMNI AFF, CRD 3|2013-07-01
29091500|57119819|NULL|Resident|HOUS|||RESIDENT|2012-07-01
16420000|49920671|NULL|Associate Professor|FA09|||ASO PROF|2006-08-16
36020000|72410810|NULL|Affiliate Professor|CTSY|||AFFL PROF|2007-02-09
34060600|75732910|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2007-12-14
60080000|17940200|NULL|Affiliate Professor|CTSY|||AFFL PROF|2013-08-15
29050102|66611817|NULL|Resident|HOUS|||RESIDENT|2012-07-01
16920000|65614630|NULL|Associate Professor|FA09|||ASO PROF|1994-08-12
29210000|36323771|NULL|Joint Associate Professor|CTSY|||JNT ASO PROF|2009-02-20
29130000|73463881|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2010-11-01
18180100|45029500|NULL|Visiting Instructor/PK Yonge|OF12|||VIS INSTRUCTOR/PKY|2004-06-18
29090000|01394130|NULL|Joint Professor|CTSY|||JNT PROF|2006-11-13
29050102|78910209|NULL|Resident|HOUS|||RESIDENT|2014-07-01
34060100|64306160|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2004-08-30
13020100|49011134|NULL|Associate Professor|FA09|||ASO PROF|2004-08-16
30050000|56197118|NULL|Resident|HOUS|||RESIDENT|2014-07-01
30090000|04669840|NULL|Resident|HOUS|||RESIDENT|2010-07-01
30290000|18111336|NULL|Resident|HOUS|||RESIDENT|2014-07-01
18180600|69410213|NULL|Instructor/PK Yonge|FA10|||INSTRUCTOR/PKY|2004-08-09
60180000|11788330|NULL|Associate Professor|FA12|||ASO PROF|2008-01-01
14330300|16885540|NULL|Systems Administrative/Programmer 3|TA12|||Systems Admin/Programmer 3|1997-04-07
34160200|14433181|NULL|Resident|HOUS|||RESIDENT|2013-07-01
29120000|47326110|NULL|Adjunct Assistant Professor|OF12|||ADJ AST PROF|2014-07-14
29092100|06766696|NULL|Assistant Professor|FA12|||AST PROF|2012-04-20
55070100|67491230|NULL|Library Associate 2|TU2E|||LIBRARY ASSOCIATE 2|1989-12-08
29710100|95416191|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2012-11-01
29050900|10819649|NULL|Administrative Services, Coordinator 3|TA12|||ADMINISTRATIVE SERVICES, CRD 3|2011-02-14
32060000|03627390|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2000-01-01
29040100|11114374|NULL|Courtesy Clinical Associate Professor|CTSY|||CO CLIN ASO PROF|2009-07-01
29050400|81394221|NULL|Administrative Services, Coordinator 3|TA12|||ADMINISTRATIVE SERVICES, CRD 3|2009-08-03
16040100|63615590|NULL|Associate Professor|FA09|||ASO PROF|2001-08-10
32060300|38803570|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2013-10-01
57140100|85910020|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
34060500|26594670|NULL|Adjunct Clinical Associate Professor|OF12|||ADJ CLIN ASO PROF|1997-08-01
16800000|08964660|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
29120000|55890612|NULL|Adjunct Clinical Postdoctoral Associate|CPFI|||ADJ CLIN POSTDOC ASO|2014-07-01
30120000|31216329|NULL|Resident|HOUS|||RESIDENT|2014-07-01
60170000|86033770|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
29090000|49493750|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
32060000|07676761|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2000-01-01
60230000|71642020|NULL|Academic Support Services, Coordinator 2|TA12|||ACADEMIC SUPP SVCS, CRD 2|2004-09-14
30050000|13337101|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2000-04-07
57140100|72576870|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
29260100|38111362|NULL|Joint Associate Professor|CTSY|||JNT ASO PROF|2006-07-01
29090000|45531361|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|1973-01-01
29050102|99199253|NULL|Resident|HOUS|||RESIDENT|2013-07-01
36020000|49673710|NULL|Affiliate Professor|CTSY|||AFFL PROF|2008-03-01
29130000|57281415|NULL|Resident|HOUS|||RESIDENT|2008-05-30
29030000|84978890|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
29050102|67003441|NULL|Resident|HOUS|||RESIDENT|2012-07-01
29030000|53275290|NULL|Joint Professor|CTSY|||JNT PROF|2004-06-18
36020000|16998318|NULL|Research Assistant Scientist|FA12|||RES AST SCTST|2014-01-17
26030000|81499495|NULL|Assistant Professor|FA09|||AST PROF|2010-08-01
60310000|82413380|NULL|Maintenance Supervisor|TU2E|||MAINTENANCE SPV|2001-10-12
32060300|18117376|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2013-11-22
30170000|07933831|NULL|Resident|HOUS|||RESIDENT|2013-07-01
34100400|15246915|NULL|Resident|HOUS|||RESIDENT|2013-07-01
29050102|66500926|NULL|Resident|HOUS|||RESIDENT|2013-08-16
28050000|83028990|NULL|Joint Associate Professor|CTSY|||JNT ASO PROF|2007-10-01
60090000|11730961|NULL|Assistant Professor|CTSY|||AST PROF|2004-06-18
34060600|68684280|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2010-10-26
55170100|56441310|NULL|Archivist, Senior|US2E|||ARCHIVIST, SR|1989-04-28
30130000|21331563|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2013-10-25
19340000|31837342|NULL|Associate Professor|FA09|||ASO PROF|2010-01-01
29130000|25604080|NULL|Resident|HOUS|||RESIDENT|2013-07-01
30070000|12334860|NULL|Resident|HOUS|||RESIDENT|2012-07-01
29350000|40912093|NULL|Chair  and  Clinical Professor|FACM|||CHAIR & CLIN PROF|2007-07-01
16900000|44900410|NULL|Associate Professor|FA09|||ASO PROF|1995-08-11
60190000|73364130|NULL|Assistant Professor|FA12|||AST PROF|2002-03-08
32060000|52935730|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2013-03-22
60013800|99415030|NULL|Administrative Services, Coordinator 1|TA12|||ADMINISTRATIVE SERVICES, CRD 1|1987-06-08
60100000|03737763|NULL|Associate Professor|FA12|||ASO PROF|2007-03-01
28100000|42954850|NULL|Assistant Professor|FA12|||AST PROF|2011-04-04
60860000|16698810|NULL|Farm Manager|TU2E|||FARM MGR|1976-07-16
20010000|95191198|NULL|Public Functions, Coordinator 2|TA12|||PUBLIC FUNCTIONS, CRD 2|2006-07-24
03020000|68778010|NULL|Assistant Director Admissions|TA12|||AST DIR ADMISSIONS|2002-06-07
16240000|58303650|NULL|Associate In|FA12|||ASO IN|1987-12-25
32060300|36317705|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2013-07-31
24010650|43135600|NULL|Information Technology Senior|TA12|||IT SR|2007-07-27
29130000|11288183|NULL|Joint Assistant Professor|CTSY|||JNT AST PROF|2014-08-01
60460000|21018312|NULL|Assistant Professor|FA12|||AST PROF|2014-07-01
30140000|18319258|NULL|Resident|HOUS|||RESIDENT|2011-07-01
16280000|10162962|NULL|Affiliate Professor|CTSY|||AFFL PROF|2009-12-01
60080000|17298341|NULL|Assistant Professor|FA12|||AST PROF|2011-08-05
52010000|06386720|NULL|Associate Professor|OF12|||ASO PROF|2005-04-08
29080000|30925020|NULL|Joint Eminent Scholar|CTSY|||JNT EMIN SCHOLAR|2004-06-18
29040100|49673710|NULL|Joint Professor|CTSY|||JNT PROF|2004-06-18
16420000|79013002|NULL|Assistant Professor|FA09|||AST PROF|2007-08-16
19140000|29021990|NULL|Affiliate Professor|CTSY|||AFFL PROF|2009-03-04
19070000|40394955|NULL|Courtesy Assistant In|CTSY|||CO AST IN|2008-05-30
30290200|20283173|NULL|Program Director  and  Clinical Assistant Professor|FACM|||PRG DIR & CLIN AST PROF|2003-07-01
71010000|06912310|NULL|Director  and  Associate Professor|FA12|||DIR & ASO PROF|1984-10-08
11070000|31612282|NULL|Research Programs/Services, Assistant Director 4|TA12|||RESEARCH PROGS/SVCS, AST DIR 4|2013-08-19
29020000|28112330|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
29140000|02861041|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|1992-06-15
34060600|57216666|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2011-06-15
60090000|68497200|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
14200800|48991070|NULL|Application Programmer 2|TA12|||APPLICATION PROGRAMMER 2|2004-09-16
29310203|28809484|NULL|Chief  and  Clinical Associate Professor|FACM|||CHIEF & CLIN ASO PROF|2013-04-29
30140000|20586721|NULL|Courtesy Clinical Associate Professor|CTSY|||CO CLIN ASO PROF|1996-10-23
29340000|47880001|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|1993-11-29
29080100|87397520|NULL|Scientific Research Manager|TU2E|||SCIENTIFIC RESEARCH MGR|1997-07-01
29050300|03202680|NULL|Associate Professor|FACM|||ASO PROF|2004-06-18
34060100|14676790|NULL|Courtesy Clinical Associate Professor|CTSY|||CO CLIN ASO PROF|2006-01-20
32060300|67666660|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2013-10-11
60760000|04042350|NULL|Research Assistant Scientist|FA12|||RES AST SCTST|2009-10-30
29160101|06724981|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2008-08-01
29340000|31472926|NULL|Chief  and  Clinical Associate Professor|FACM|||CHIEF & CLIN ASO PROF|2013-10-01
16320000|34291791|NULL|Assistant Professor|FA09|||AST PROF|2010-08-16
30090000|71956050|NULL|Resident|HOUS|||RESIDENT|2012-07-01
33070000|77560740|NULL|Associate Professor|FA12|||ASO PROF|1998-02-10
30090000|49078965|NULL|Resident|HOUS|||RESIDENT|2012-07-01
60150000|59065529|NULL|Associate Professor|FA12|||ASO PROF|2008-08-01
34030000|31968857|NULL|Joint Assistant Professor|CTSY|||JNT AST PROF|2006-02-01
19010600|79841087|NULL|Research Programs/Services, Associate Director 3|TA12|||RESEARCH PROGS/SVCS, ASO DIR 3|2013-06-30
29020000|46234805|NULL|Joint Assistant Professor|CTSY|||JNT AST PROF|2007-12-10
36020000|53263175|NULL|Joint Associate Professor|CTSY|||JNT ASO PROF|2013-06-01
60140000|31409776|NULL|Associate Professor|FA12|||ASO PROF|2006-07-07
32060300|05573821|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2013-11-15
27010709|43702790|NULL|Medical/Healthh Administrative, Assistant Director 4|TA12|||MEDICAL/HLTH ADMIN, AST DIR 4|1999-10-12
29020000|92259410|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
19090000|40463671|NULL|Affiliate Professor|CTSY|||AFFL PROF|2010-04-27
29030000|24787700|NULL|Joint Professor|CTSY|||JNT PROF|2004-06-18
16360100|99229488|NULL|Associate Professor|FA09|||ASO PROF|2007-08-16
29040100|44939360|NULL|Resident|HOUS|||RESIDENT|2005-06-13
32060300|32274050|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2013-04-09
29040100|82765460|NULL|Joint Professor|CTSY|||JNT PROF|2010-08-10
29290000|44394841|NULL|Courtesy Clinical Associate Professor|CTSY|||CO CLIN ASO PROF|1992-11-23
29020000|06031259|NULL|Joint Associate Professor|CTSY|||JNT ASO PROF|2013-07-01
33060000|36323771|NULL|Associate Professor|FA12|||ASO PROF|2007-06-29
34080100|48556995|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2014-06-20
32050000|42978410|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2000-01-01
29091500|86458110|NULL|Resident|HOUS|||RESIDENT|2005-11-21
30180000|87659426|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2009-01-01
19020000|08824254|NULL|Assistant Professor|FA09|||AST PROF|2010-05-01
30090000|58690960|NULL|Joint Associate Professor|CTSY|||JNT ASO PROF|2004-06-18
29160204|89462340|NULL|Courtesy Clinical Assistant Professor|CTSY|||CO CLIN AST PROF|2009-11-01
50010000|92693901|NULL|Administrative Services, Coordinator 1|TA12|||ADMINISTRATIVE SERVICES, CRD 1|2012-04-13
16320000|90824750|NULL|Affiliate Professor|CTSY|||AFFL PROF|2004-06-18
