DEPTID|UFID|JOBCODE|SAL_ADMIN_PLAN|START_DATE|END_DATE|JOBCODE_DESCRIPTION|HR_POSITION
67010000|81756339|1482|STAS|2011-09-14|NULL|STU AST- CLERICAL & ADMIN|1
36020000|89751951|203|FA12|2012-06-01|NULL|RES AST PROF|1
04050000|45430179|1482|STAS|2010-01-13|NULL|STU AST- CLERICAL & ADMIN|1
29290100|68568910|791|FACM|2003-07-01|NULL|CLIN AST PROF|1
16400100|68071590|144|CTSY|2012-08-16|NULL|AFFL CLIN AST PROF|1
60070000|46469660|738|CTSY|2000-01-01|NULL|CO ASO PROF|1
29170000|91795237|540|GA12|2014-08-16|NULL|GRADUATE AST-R|1
07090000|33699130|1482|STAS|2014-04-21|NULL|STU AST- CLERICAL & ADMIN|1
32050000|42193063|144|CTSY|2009-01-01|NULL|AFFL CLIN AST PROF|1
16120100|69936260|734|CTSY|2009-07-01|NULL|CO PROF|1
67010000|91493794|1482|STAS|2013-10-29|NULL|STU AST- CLERICAL & ADMIN|1
31030100|83580400|791|FA12|2011-01-03|NULL|CLIN AST PROF|1
15040000|73974440|533|FA09|1995-12-29|NULL|SR LECTURER|1
19340000|13632960|1481|OPSE|2013-08-09|NULL|CONSULTANT  (OPS EXEMPT)|1
29050400|57732900|791|FACM|2012-08-20|NULL|CLIN AST PROF|1
17030100|60677018|1482|STAS|2013-08-26|NULL|STU AST- CLERICAL & ADMIN|1
19090100|79039946|540|GA12|2012-08-23|NULL|GRADUATE AST-R|1
30180000|10043561|772|FACM|2004-07-01|NULL|AST PRG DIR & CLIN AST PROF|1
13030100|89520800|518|FA09|1991-08-09|NULL|PROF|1
16360100|91548931|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
32060300|04141458|144|CTSY|2008-10-06|NULL|AFFL CLIN AST PROF|1
32060300|18799575|144|CTSY|2011-11-18|NULL|AFFL CLIN AST PROF|1
32060300|88088680|144|CTSY|2008-12-02|NULL|AFFL CLIN AST PROF|1
03030000|06569907|1482|FWSP|2013-09-16|NULL|STU AST- CLERICAL & ADMIN|1
29091400|82222600|1336|TA12|1999-04-05|NULL|CLINICAL PROGRAMS, CRD 4|1
32060300|43315811|144|CTSY|2009-07-30|NULL|AFFL CLIN AST PROF|1
32060300|91698175|144|CTSY|2007-05-08|NULL|AFFL CLIN AST PROF|1
07701200|33245935|1482|STAS|2014-05-05|NULL|STU AST- CLERICAL & ADMIN|1
60460000|11133109|540|GA12|2009-08-16|NULL|GRADUATE AST-R|1
29141900|62919440|518|FACM|2004-06-18|NULL|PROF|1
19340000|30165321|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
60180000|24555900|518|FA12|1986-07-01|NULL|PROF|1
32060300|93523310|144|CTSY|2000-01-01|NULL|AFFL CLIN AST PROF|1
05010000|81011033|1482|STAS|2012-11-13|NULL|STU AST- CLERICAL & ADMIN|1
32060300|22394013|144|CTSY|2011-04-28|NULL|AFFL CLIN AST PROF|1
17220700|26198428|1482|STAS|2014-01-31|NULL|STU AST- CLERICAL & ADMIN|1
31030100|52366210|791|FA12|1991-01-02|NULL|CLIN AST PROF|1
29051000|61543160|791|FACM|2008-12-08|NULL|CLIN AST PROF|1
05100000|19004410|1482|STAS|2012-09-28|NULL|STU AST- CLERICAL & ADMIN|1
63400200|05828910|1064|US2N|1998-02-13|NULL|CUSTODIAL WORKER|1
06040000|43594360|1506|ISCR|2013-06-14|NULL|NRA SCHOLARSHIP RECIPIENT|1
18250000|78565976|540|GA09|2011-08-16|NULL|GRADUATE AST-R|1
63400200|01597980|1064|US2N|1996-05-31|NULL|CUSTODIAL WORKER|1
60090000|26337798|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
19140000|13997424|540|GA09|2012-05-15|NULL|GRADUATE AST-R|1
60460000|87632183|540|GA12|2013-10-28|NULL|GRADUATE AST-R|1
32010000|90519820|1424|TA12|1999-03-08|NULL|MEDICAL/HLTH ADMIN, AST DIR 3|1
18010000|87575549|1485|FWSP|2012-08-10|NULL|STU AST - AMERICA READS|1
19090100|14563951|540|GA12|2010-10-07|NULL|GRADUATE AST-R|1
32060300|21492760|144|CTSY|2009-06-08|NULL|AFFL CLIN AST PROF|1
55030200|31625897|1482|STAS|2013-05-13|NULL|STU AST- CLERICAL & ADMIN|1
07700100|46893819|1058|TU2N|2005-03-11|NULL|BUILDING CONSTRUCT INSPECTOR|1
29340000|46733321|791|FACM|2014-05-14|NULL|CLIN AST PROF|1
16120100|92978829|540|GA12|2010-01-01|NULL|GRADUATE AST-R|1
19340000|28981648|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
20010000|03556665|798|TU2N|2007-06-07|NULL|CLERK, SR|1
16122400|86532480|134|CTSY|2004-06-18|NULL|AFFL ASO PROF|1
63400300|99092656|1064|TU2N|2012-10-29|NULL|CUSTODIAL WORKER|1
02010100|97306912|1357|TA12|2012-03-05|NULL|ACADEMIC SUPP SVCS, DIR 6|1
30070000|19338901|518|FACM|2004-06-18|NULL|PROF|1
02120000|50019635|1482|STAS|2013-05-28|NULL|STU AST- CLERICAL & ADMIN|1
32050000|79978800|144|CTSY|2000-01-01|NULL|AFFL CLIN AST PROF|1
73030500|84394379|1109|TU2N|2014-01-24|NULL|POLICE SERVICE TECH|1
15030000|76306954|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
06040000|11308511|1506|ISCR|2013-04-19|NULL|NRA SCHOLARSHIP RECIPIENT|1
30050000|17193635|791|FACM|2013-05-06|NULL|CLIN AST PROF|1
29050000|31323790|134|CTSY|2004-06-18|NULL|AFFL ASO PROF|1
32060300|08885390|144|CTSY|2006-03-20|NULL|AFFL CLIN AST PROF|1
16360100|36329983|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
63400200|24889405|1064|TU2N|2004-08-30|NULL|CUSTODIAL WORKER|1
60460000|49539059|734|CTSY|2013-01-29|NULL|CO PROF|1
32060300|90372360|144|CTSY|2011-08-11|NULL|AFFL CLIN AST PROF|1
16540100|62451691|1482|STAS|2014-06-30|NULL|STU AST- CLERICAL & ADMIN|1
18300000|53395103|540|GA12|2014-05-16|NULL|GRADUATE AST-R|1
16309001|74136329|1482|STAS|2013-05-16|NULL|STU AST- CLERICAL & ADMIN|1
36020000|28436682|791|FA12|2013-09-30|NULL|CLIN AST PROF|1
29040100|10181921|791|FACM|2012-10-15|NULL|CLIN AST PROF|1
60460000|61814991|738|CTSY|2014-05-19|NULL|CO ASO PROF|1
29260100|31953995|540|GA12|2008-05-12|NULL|GRADUATE AST-R|1
62060200|25452179|1601|TU2N|2013-04-26|NULL|CHILD DEVELOPMENT TEAM TEACHER|1
29180200|26877200|791|FACM|2008-07-01|NULL|CLIN AST PROF|1
06010000|61740086|798|TU2N|2006-09-05|NULL|CLERK, SR|1
05280000|09611960|1064|TU2N|2004-02-18|NULL|CUSTODIAL WORKER|1
60140000|63917740|518|CTSY|2004-06-18|NULL|PROF|1
16120000|72516130|734|CTSY|2000-01-01|NULL|CO PROF|1
60170000|15708549|134|CTSY|2011-01-12|NULL|AFFL ASO PROF|1
33060000|50655120|721|CTSY|1993-04-09|NULL|CO ASO IN|1
29100000|79599115|738|CTSY|2007-11-27|NULL|CO ASO PROF|1
28050000|91811570|203|FA12|2013-07-01|NULL|RES AST PROF|1
29080100|38014110|1436|TA12|2005-06-27|NULL|RESEARCH PROGS/SVCS, CRD 2|1
30160000|78667030|791|FACM|2013-08-26|NULL|CLIN AST PROF|1
63640500|21413285|1064|TU2N|2010-02-26|NULL|CUSTODIAL WORKER|1
04050000|94951911|1482|STAS|2013-01-04|NULL|STU AST- CLERICAL & ADMIN|1
63400300|78862370|1064|US2N|1994-06-03|NULL|CUSTODIAL WORKER|1
19050000|51910572|540|GA12|2014-01-01|NULL|GRADUATE AST-R|1
60950000|38434142|1022|TU2N|2009-10-12|NULL|HEAVY EQUIPMENT OPR|1
18070000|91911779|540|GA12|2012-03-23|NULL|GRADUATE AST-R|1
47150000|51313743|1505|ISCR|2013-03-01|NULL|NRA ROYALTY RECIPIENT|1
63400200|98497120|1064|US2N|1994-03-04|NULL|CUSTODIAL WORKER|1
04040000|66521069|1482|FWSP|2014-05-10|NULL|STU AST- CLERICAL & ADMIN|1
32060300|66251320|144|CTSY|2008-10-22|NULL|AFFL CLIN AST PROF|1
18300000|08153931|1283|TA12|2012-03-01|NULL|COMPUTER SYS CONTROL, CRD 2|1
04010200|85057236|1482|FWSP|2013-08-26|NULL|STU AST- CLERICAL & ADMIN|1
29050600|76866810|1449|TA12|2001-05-29|NULL|PHYSICIAN AST 4|1
29060000|28915857|540|GA12|2010-08-02|NULL|GRADUATE AST-R|1
60170000|84174977|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
29290100|07300990|791|FACM|2004-06-18|NULL|CLIN AST PROF|1
29050900|62903969|791|FACM|2013-09-03|NULL|CLIN AST PROF|1
55020100|65990614|1594|TU2E|2004-01-16|NULL|LIBRARY ASSOCIATE 1|1
27010800|53595428|1421|TA12|2009-06-22|NULL|MEDICAL/HLTH ADMIN, DIR 5|1
23030000|83015174|1482|FWSP|2012-01-03|NULL|STU AST- CLERICAL & ADMIN|1
06010000|45642360|1339|TA12|2004-02-23|NULL|STUDENT FINANCIAL AID, CRD 2|1
11090000|27326050|1732|TA12|2001-04-02|NULL|ASSISTANT VICE PRESIDENT|1
16900000|19968830|522|FA09|2001-08-10|NULL|ASO SCTST|1
67010000|30788965|1482|STAS|2014-01-27|NULL|STU AST- CLERICAL & ADMIN|1
55050100|33176600|1596|TU2E|1985-08-05|NULL|LIBRARY ASSOCIATE 3|1
32060300|96293846|144|CTSY|2011-07-18|NULL|AFFL CLIN AST PROF|1
19340000|95845261|738|CTSY|2014-07-28|NULL|CO ASO PROF|1
19060100|28895326|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
47150000|26607993|1505|ISCR|2013-03-01|NULL|NRA ROYALTY RECIPIENT|1
29092700|61417750|791|FACM|2014-04-28|NULL|CLIN AST PROF|1
26030100|60856315|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
16900100|59298464|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
08060200|45044153|1482|STAS|2014-08-22|NULL|STU AST- CLERICAL & ADMIN|1
57140100|90898913|134|CTSY|2010-09-01|NULL|AFFL ASO PROF|1
13500000|30031696|1482|STAS|2013-09-30|NULL|STU AST- CLERICAL & ADMIN|1
29050700|19190129|203|FA12|2012-01-09|NULL|RES AST PROF|1
04010200|59989071|1482|FWSP|2013-08-30|NULL|STU AST- CLERICAL & ADMIN|1
32060300|53650840|144|CTSY|2000-01-01|NULL|AFFL CLIN AST PROF|1
29051900|46121983|791|FACM|2013-07-26|NULL|CLIN AST PROF|1
13020100|57842860|518|FA09|1979-09-08|NULL|PROF|1
29050300|51669370|791|FACM|2013-07-08|NULL|CLIN AST PROF|1
07390400|73461600|1064|US2N|1997-09-30|NULL|CUSTODIAL WORKER|1
06040000|13695106|1506|ISCR|2013-09-20|NULL|NRA SCHOLARSHIP RECIPIENT|1
29050600|64132121|791|FACM|2008-12-01|NULL|CLIN AST PROF|1
29051900|44895658|791|FACM|2013-07-01|NULL|CLIN AST PROF|1
32010000|92183422|1421|TA12|2014-05-12|NULL|MEDICAL/HLTH ADMIN, DIR 5|1
32060300|52428418|144|CTSY|2012-01-11|NULL|AFFL CLIN AST PROF|1
16980300|74996154|1482|STAS|2014-05-24|NULL|STU AST- CLERICAL & ADMIN|1
13500000|69974115|1480|OPSN|2008-02-08|NULL|OPS HOURLY SECRETARY/CLERICAL|1
67010000|63542780|1482|STAS|2013-10-29|NULL|STU AST- CLERICAL & ADMIN|1
63400300|58180059|1064|TU2N|2008-03-07|NULL|CUSTODIAL WORKER|1
67010000|13981428|1482|STAS|2013-09-12|NULL|STU AST- CLERICAL & ADMIN|1
47010000|31792350|1313|TA12|1998-05-22|NULL|UNIV PRESS, ASO DIRECTOR 4|1
07520000|31941127|1487|STBW|2012-01-10|NULL|HS - GRADUATE HALL DIRECTOR|1
05370000|47418191|1482|STAS|2012-09-05|NULL|STU AST- CLERICAL & ADMIN|1
60140000|22207081|734|CTSY|2000-01-01|NULL|CO PROF|1
67010000|91107988|1482|STAS|2013-01-04|NULL|STU AST- CLERICAL & ADMIN|1
29091800|90712340|518|FACM|1998-07-01|NULL|PROF|1
29710100|85368200|791|FA12|2014-04-01|NULL|CLIN AST PROF|1
05270000|61569441|1482|STAS|2012-01-24|NULL|STU AST- CLERICAL & ADMIN|1
67010000|94289664|1482|STAS|2013-09-12|NULL|STU AST- CLERICAL & ADMIN|1
60470000|96716930|518|FA12|1995-07-15|NULL|PROF|1
06040000|95196542|1506|ISCR|2013-08-09|NULL|NRA SCHOLARSHIP RECIPIENT|1
04050300|44132016|1482|STAS|2014-07-04|NULL|STU AST- CLERICAL & ADMIN|1
29051900|92615576|791|FACM|2013-07-01|NULL|CLIN AST PROF|1
60015002|10216910|1806|TU2N|1988-09-02|NULL|BUSINESS ADMIN SPECIALIST II|1
19070000|42695021|540|GA12|2014-07-25|NULL|GRADUATE AST-R|1
30220000|02725381|791|FACM|2001-12-13|NULL|CLIN AST PROF|1
06010001|58181969|1482|FWSP|2012-06-22|NULL|STU AST- CLERICAL & ADMIN|1
29091200|28127970|1336|TA12|1987-11-16|NULL|CLINICAL PROGRAMS, CRD 4|1
60100000|60635490|518|FA12|1969-09-01|NULL|PROF|1
60140000|30163595|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
29050903|20748860|1336|TA12|2013-03-15|NULL|CLINICAL PROGRAMS, CRD 4|1
57840100|53426521|1480|OPSN|2007-04-19|NULL|OPS HOURLY SECRETARY/CLERICAL|1
19020000|09961021|540|GA12|2007-06-24|NULL|GRADUATE AST-R|1
19140000|15878390|518|FA09|1987-08-07|NULL|PROF|1
23060100|08419321|1480|OPSN|2014-04-25|NULL|OPS HOURLY SECRETARY/CLERICAL|1
32030000|42651663|738|CTSY|2010-09-01|NULL|CO ASO PROF|1
16120100|93486910|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
06010000|75454894|1339|TA12|2010-09-27|NULL|STUDENT FINANCIAL AID, CRD 2|1
32060300|98999851|144|CTSY|2013-02-13|NULL|AFFL CLIN AST PROF|1
32060000|74441128|943|TU2E|2009-04-30|NULL|CHEMIST, SR|1
55020300|49369151|1482|FWSP|2012-09-10|NULL|STU AST- CLERICAL & ADMIN|1
19090100|49336569|540|GA12|2008-09-29|NULL|GRADUATE AST-R|1
17030100|44830107|1482|STAS|2006-12-11|NULL|STU AST- CLERICAL & ADMIN|1
29091100|43251110|518|FACM|2004-06-18|NULL|PROF|1
32060300|65337350|144|CTSY|2012-02-09|NULL|AFFL CLIN AST PROF|1
16900100|45098848|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
16320000|62609920|518|FA09|1987-08-07|NULL|PROF|1
17200201|18589689|1414|TA12|2011-07-15|NULL|ACADEMIC SUPP SVCS, CRD 4|1
07700100|95456321|1482|STAS|2014-05-23|NULL|STU AST- CLERICAL & ADMIN|1
06010000|46949390|1777|TA12|2000-12-29|NULL|STUDENT FINANCIAL AID, CRD 3|1
16040000|32113196|540|GA09|2014-08-16|NULL|GRADUATE AST-R|1
19070000|17635776|540|GA12|2014-08-16|NULL|GRADUATE AST-R|1
19070000|85263940|518|FA09|1994-07-01|NULL|PROF|1
29290100|07300990|791|FACM|1984-09-01|NULL|CLIN AST PROF|1
56021600|19527020|507|FA12|2000-07-01|NULL|CURATOR|1
63400200|70056020|1064|US2N|2000-06-11|NULL|CUSTODIAL WORKER|1
06010000|86337650|1339|TA12|2012-12-10|NULL|STUDENT FINANCIAL AID, CRD 2|1
32060300|96718070|144|CTSY|2009-05-15|NULL|AFFL CLIN AST PROF|1
06040000|91484615|1506|ISCR|2010-12-08|NULL|NRA SCHOLARSHIP RECIPIENT|1
32060300|03405110|144|CTSY|2008-05-02|NULL|AFFL CLIN AST PROF|1
29141700|80543830|518|FACM|1987-07-01|NULL|PROF|1
08060200|29840364|1482|STAS|2014-04-25|NULL|STU AST- CLERICAL & ADMIN|1
19020000|01141161|540|GA12|2012-09-07|NULL|GRADUATE AST-R|1
32060300|55453121|144|CTSY|2007-05-11|NULL|AFFL CLIN AST PROF|1
33060000|63749016|1480|OPSN|2013-12-03|NULL|OPS HOURLY SECRETARY/CLERICAL|1
55050200|78881111|1482|FWSP|2011-09-02|NULL|STU AST- CLERICAL & ADMIN|1
60090000|62042549|203|FA12|2014-08-01|NULL|RES AST PROF|1
67010000|06436554|1482|STAS|2013-09-12|NULL|STU AST- CLERICAL & ADMIN|1
62060100|58938656|1601|TU2N|2012-11-30|NULL|CHILD DEVELOPMENT TEAM TEACHER|1
05310000|98299353|1482|STAS|2012-02-28|NULL|STU AST- CLERICAL & ADMIN|1
19090100|11979112|540|GA12|2014-01-01|NULL|GRADUATE AST-R|1
60790000|16309046|540|GA12|2014-01-01|NULL|GRADUATE AST-R|1
73010000|89616918|1482|STAS|2014-07-07|NULL|STU AST- CLERICAL & ADMIN|1
13010000|39641101|456|FA12|2007-07-01|NULL|ASO DEAN & PROF|1
29080100|13191145|791|FACM|2012-08-03|NULL|CLIN AST PROF|1
28340000|04771730|1336|TA12|2001-01-05|NULL|CLINICAL PROGRAMS, CRD 4|1
17050300|32443720|1480|OPSN|2014-07-01|NULL|OPS HOURLY SECRETARY/CLERICAL|1
17200300|28106030|1480|OPSN|2007-08-01|NULL|OPS HOURLY SECRETARY/CLERICAL|1
05110000|46179910|909|US2N|1981-09-03|NULL|UNIV UNION PROGRAM SPEC|1
67010000|50411030|1482|STAS|2014-01-27|NULL|STU AST- CLERICAL & ADMIN|1
57140100|03116530|134|CTSY|2004-06-18|NULL|AFFL ASO PROF|1
67010000|01946549|1482|STAS|2014-05-05|NULL|STU AST- CLERICAL & ADMIN|1
29160700|22441860|791|FACM|2004-06-18|NULL|CLIN AST PROF|1
19060100|72961536|540|GA12|2011-08-22|NULL|GRADUATE AST-R|1
14800000|94995941|1823|TU2N|2003-11-17|NULL|COMPUTER OPERATOR 3|1
19070000|35459790|134|CTSY|2000-01-01|NULL|AFFL ASO PROF|1
63100200|22369843|1480|OPSN|2014-07-08|NULL|OPS HOURLY SECRETARY/CLERICAL|1
67010000|29611965|1482|STAS|2012-09-26|NULL|STU AST- CLERICAL & ADMIN|1
67010000|15069792|1482|STAS|2014-02-01|NULL|STU AST- CLERICAL & ADMIN|1
34130103|98161491|798|TU2N|2009-07-31|NULL|CLERK, SR|1
23040000|49591863|1482|STAS|2012-01-23|NULL|STU AST- CLERICAL & ADMIN|1
16320000|49904380|518|FA09|1988-08-12|NULL|PROF|1
07700100|61935708|1482|STAS|2011-08-31|NULL|STU AST- CLERICAL & ADMIN|1
19020000|63546394|540|GA12|2009-03-16|NULL|GRADUATE AST-R|1
55020100|88987010|428|FA12|1988-10-24|NULL|UNIV LIBRARIAN|1
29051200|77583650|734|CTSY|2012-07-01|NULL|CO PROF|1
29092800|19521050|1436|TA12|2002-02-12|NULL|RESEARCH PROGS/SVCS, CRD 2|1
26030000|55821760|518|CTSY|2004-06-18|NULL|PROF|1
16040100|14470560|518|FA09|1998-08-07|NULL|PROF|1
23040000|44552158|1482|FWSP|2012-01-19|NULL|STU AST- CLERICAL & ADMIN|1
60070000|36565263|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
19340000|16152964|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
30290200|42899360|791|FACM|2013-08-01|NULL|CLIN AST PROF|1
32060300|44376260|144|CTSY|2005-12-05|NULL|AFFL CLIN AST PROF|1
16060000|31307140|518|FA09|2004-07-16|NULL|PROF|1
60015001|05551701|1806|TU2N|2005-02-07|NULL|BUSINESS ADMIN SPECIALIST II|1
30290200|41279980|791|FACM|2013-12-02|NULL|CLIN AST PROF|1
68070000|55127490|798|US2N|1980-02-01|NULL|CLERK, SR|1
18100000|98099100|1482|STAS|2014-05-05|NULL|STU AST- CLERICAL & ADMIN|1
19090100|62688542|540|GA12|2014-08-16|NULL|GRADUATE AST-R|1
29090900|45707520|791|FACM|2009-08-01|NULL|CLIN AST PROF|1
60060000|75753200|533|FA12|1998-02-05|NULL|SR LECTURER|1
15050000|08381763|540|GA09|2014-06-02|NULL|GRADUATE AST-R|1
14340400|11361710|1740|TA12|1976-02-02|NULL|NETWORK ENGINEER 1|1
35010800|35608750|963|TU2N|1996-08-05|NULL|HEALTH SUPPORT TECH, SR|1
29110000|48891531|518|FA12|2006-09-01|NULL|PROF|1
60015002|17619636|1806|TU2N|2010-09-17|NULL|BUSINESS ADMIN SPECIALIST II|1
07200000|96937384|1490|STBW|2014-03-28|NULL|HS - PEER MENTOR|1
17050300|43430113|1504|ISCR|2012-03-29|NULL|NRA INDEPENDENT CONTRACTOR|1
32060300|09928801|144|CTSY|2008-08-01|NULL|AFFL CLIN AST PROF|1
19020000|88501951|540|GA12|2010-08-23|NULL|GRADUATE AST-R|1
29010600|21344110|870|TU2E|2005-08-22|NULL|GRANTS SPECIALIST, SR|1
29130000|89789282|791|FACM|2007-02-12|NULL|CLIN AST PROF|1
67010000|36399921|1482|STAS|2013-08-01|NULL|STU AST- CLERICAL & ADMIN|1
32060300|93909385|144|CTSY|2012-08-27|NULL|AFFL CLIN AST PROF|1
19020000|32893566|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
06040000|69932933|1506|ISCR|2012-08-31|NULL|NRA SCHOLARSHIP RECIPIENT|1
29020000|15313186|734|CTSY|2014-01-01|NULL|CO PROF|1
52010000|12138851|791|OF12|2004-07-30|NULL|CLIN AST PROF|1
19060100|81536183|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
16360100|74614930|518|FA09|1996-08-09|NULL|PROF|1
32060300|33320108|744|CTSY|2011-03-01|NULL|CO LECTURER|1
03030000|45084250|1249|TA12|1995-09-22|NULL|UNIV REGISTRAR, AST 4|1
07090000|45138949|1064|TU2N|2005-11-28|NULL|CUSTODIAL WORKER|1
29340000|69683383|734|CTSY|2008-02-01|NULL|CO PROF|1
29051900|79969981|791|FACM|2012-12-01|NULL|CLIN AST PROF|1
29340000|81834870|1480|OPSN|2014-02-28|NULL|OPS HOURLY SECRETARY/CLERICAL|1
34170300|88169859|791|FA12|2008-09-02|NULL|CLIN AST PROF|1
06010001|89289449|1482|FWSP|2013-08-18|NULL|STU AST- CLERICAL & ADMIN|1
18050000|68957831|791|FA12|2007-11-01|NULL|CLIN AST PROF|1
23060000|71211116|1482|STAS|2014-04-11|NULL|STU AST- CLERICAL & ADMIN|1
29040100|28491961|791|FACM|2009-11-15|NULL|CLIN AST PROF|1
29150000|58869110|870|TU2E|1999-02-05|NULL|GRANTS SPECIALIST, SR|1
36010000|71571500|203|FA12|2008-06-27|NULL|RES AST PROF|1
16120100|95396420|522|FA12|1990-08-10|NULL|ASO SCTST|1
60180000|34582650|518|FA12|1999-07-26|NULL|PROF|1
63400200|34059980|1064|US2N|1997-02-28|NULL|CUSTODIAL WORKER|1
60460000|93923500|540|GA12|2007-12-14|NULL|GRADUATE AST-R|1
29350000|89133840|791|FACM|2014-08-20|NULL|CLIN AST PROF|1
29120000|49459379|791|FACM|2011-07-01|NULL|CLIN AST PROF|1
19090100|94826688|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
11900000|90412421|540|GA12|2012-01-27|NULL|GRADUATE AST-R|1
63400300|49195162|1064|TU2N|2008-10-03|NULL|CUSTODIAL WORKER|1
29120000|38585910|772|FACM|2004-08-04|NULL|AST PRG DIR & CLIN AST PROF|1
60100000|61687889|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
32060300|98698996|144|CTSY|2010-06-03|NULL|AFFL CLIN AST PROF|1
16120100|83618513|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
29051900|51013185|144|CTSY|2011-10-01|NULL|AFFL CLIN AST PROF|1
29080000|23512820|798|TU2N|2001-10-12|NULL|CLERK, SR|1
30090000|26386921|318|FACM|1988-05-13|NULL|PRG DIR & PROF|1
29030101|34393525|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
16600000|00557790|134|CTSY|2009-02-03|NULL|AFFL ASO PROF|1
60080000|81192358|540|GA12|2008-01-01|NULL|GRADUATE AST-R|1
30050000|18229430|791|FACM|2014-06-20|NULL|CLIN AST PROF|1
17070100|09892998|1480|OPSN|2014-05-02|NULL|OPS HOURLY SECRETARY/CLERICAL|1
29290100|95284850|791|FACM|2009-11-08|NULL|CLIN AST PROF|1
29320100|36411017|540|GA12|2014-08-16|NULL|GRADUATE AST-R|1
16580000|53195020|534|FA09|2001-10-26|NULL|MSTR LECTURER|1
60230000|95208430|734|CTSY|2004-06-18|NULL|CO PROF|1
16120100|96119465|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
29180100|19354763|1436|TA12|2014-06-20|NULL|RESEARCH PROGS/SVCS, CRD 2|1
29020100|86107580|518|FA12|2004-06-18|NULL|PROF|1
16120100|43280200|734|CTSY|2004-11-26|NULL|CO PROF|1
16309001|35307190|533|FA09|2004-08-16|NULL|SR LECTURER|1
05280000|50114620|1064|TU2N|1994-09-16|NULL|CUSTODIAL WORKER|1
33080000|03977140|791|FA12|2014-07-01|NULL|CLIN AST PROF|1
14800000|30295300|1811|TA12|2004-08-16|NULL|APPLICATION DEVELOPER ANLST 2|1
24030200|99156982|1402|TA12|2010-08-20|NULL|INFO/PUBLICATIONS SVCS, CRD 2|1
67010000|84116455|1482|STAS|2013-01-28|NULL|STU AST- CLERICAL & ADMIN|1
29120000|88490995|791|FACM|2008-07-01|NULL|CLIN AST PROF|1
29091700|23718610|954|TU2E|2004-05-21|NULL|REGISTERED NURSE SPEC|1
55170100|18701565|1482|STAS|2014-05-15|NULL|STU AST- CLERICAL & ADMIN|1
18080000|27122120|518|FA09|1992-08-07|NULL|PROF|1
06040000|11810909|1506|ISCR|2013-02-22|NULL|NRA SCHOLARSHIP RECIPIENT|1
11300000|23251451|1480|OPSN|2014-06-02|NULL|OPS HOURLY SECRETARY/CLERICAL|1
57140100|95810043|134|CTSY|2007-08-16|NULL|AFFL ASO PROF|1
19020000|95196113|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
19090100|12646397|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
19090100|92972163|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
29130700|71418784|791|FACM|2014-07-01|NULL|CLIN AST PROF|1
05110000|00478716|1482|STAS|2014-04-21|NULL|STU AST- CLERICAL & ADMIN|1
07110000|20932606|1487|STBW|2014-06-20|NULL|HS - GRADUATE HALL DIRECTOR|1
29100000|43133060|1497|CTSY|2004-06-18|NULL|JNT RES PROF|1
16900100|08322991|540|GA09|2008-08-16|NULL|GRADUATE AST-R|1
16360100|55161116|540|GA12|2009-08-16|NULL|GRADUATE AST-R|1
64801000|09773320|839|TU2N|1980-03-20|NULL|FINANCIAL ASSISTANCE COUNS|1
63400100|41069041|1211|TA12|2005-10-03|NULL|PHYSICAL PLANT, DIRECTOR 5|1
06040000|17114307|1506|ISCR|2013-05-17|NULL|NRA SCHOLARSHIP RECIPIENT|1
07390100|90271260|798|TU2N|2002-06-21|NULL|CLERK, SR|1
60170000|96155862|134|CTSY|2006-04-20|NULL|AFFL ASO PROF|1
32060300|16726300|144|CTSY|2012-02-28|NULL|AFFL CLIN AST PROF|1
29030000|58607590|134|CTSY|2004-06-18|NULL|AFFL ASO PROF|1
17030100|98901125|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
13010400|92514954|1482|STAS|2013-01-30|NULL|STU AST- CLERICAL & ADMIN|1
16380100|50031168|540|GA09|2014-08-16|NULL|GRADUATE AST-R|1
16900100|11075363|540|GA09|2010-08-16|NULL|GRADUATE AST-R|1
