AwardIDType|AwardID|Title|TotalAwarded|DirectCosts|StartDate|EndDate|PI|CoPI|Inv|DeptID|SponsorID|SponsorAwardID|Note
CONT|00086443|ANTIMICROBIAL ACTIVITY OF CATIONIC PHENYLNE ETHYMYLENE AND OLIGOMERS|19163.00|13025.00|04/01/2012|08/31/2012|03470880|||16120000|GM02549|986067-873Y|
CONT|00087385|METHACHOLINE STABILITY TESTING UNDER GLP|111687.50|89350.00|01/07/2013|05/31/2014|09347510|||32020000|GM02549|COMPLEWARE CORP|
CONT|00057322|HISTORY OF SCIENCE SOCIETY PROJECT|391892.76|391892.76|01/01/2005|12/31/2010|16910040,04998710||80066370|NULL|GM02549|History of Science|
CONT|00042299|SOFT-HARD CORE-SHELL PARTICLES|214490.91|214490.91|09/01/1994|06/30/2014|52846540,33180360||31837173,07749400,23323140,02190760,17080960|19330100|GM02549|INDUSTRY AFFILIATES|
CONT|00061722|FP INDUSTRY MEMBERSHIPS TO NSF CHREC CENTER|1610000.00|1610000.00|01/01/2007|12/31/2014|34115630|||19050100|GM02549|INDUSTRY MEMBERSHIPS|
CONT|00079027|PACKAGE HEAT SEAL JAW AND ASSEMBLY DRIVE|399500.00|399500.00|08/15/2010|08/19/2011|05132560,27264020|05132560|93100850,97060550,13216530,46113520,27365370,80107350,78364121,66306540,27344730,23882800,51827200,94466730,49121310,47946650,35587440,96827370|19060400|GM02549|IPPD 2010-2011|
CONT|00079144|DESIGN GUIDELINES FOR RETROFITTING WOOD ROOF SHEATHING USINGCLOSED-CELL SPRAY APPLIED POLYURETHANE FOAMS|15500.00|15500.00|02/01/2010|01/31/2013|86105201|||19040100|GM02548|NULL|
CONT|00072854|A MULTI CENTER PHASE 1 STUDY OF INTRAVENOUS DEFOROLIMUS (AP23573,MK-8669) ADMINISTERED QDX5 EVERY OTHER WEEK IN ........|15047.00|13679.09|02/01/2009|07/07/2011|16724561|||29300500|GM01871|AP23573,MK-8669|
CONT|00084675|A PHASE I WINDOW, DOSE ESCALATING & SAFETY TRIAL OF METFORMIN IN COMBINATION WITH INDUCTION CHEMOTHERAPY IN RELAPSED....|3000.00|2727.00|02/01/2011|01/31/2016|25637200|||29300500|GM01871|MCC 16601|
CONT|00086430|A PHASE I TRIAL OF DOSE ESCALATION OF METFORMIN IN COMBINATION WITH VINCRISTINE, IRINOTECAN, AND TEMOZOLOMIDE|3000.00|2727.00|07/01/2012|06/30/2015|67339655|||29300500|GM01871|MCC#16962|
CONT|00068555|R&D|69124.00|55299.00|02/28/2008|12/31/2011|66708730|||11300100|GM01871|MOFFIT CANCER CTR.|
CONT|00076701|TOTAL CANCER CARE: A PARTNERSHIP WITH HIGH RISK AND/OR DIAGNOSED CANCER PATIENTS FOR LIFE|300000.00|300000.00|10/16/2009|10/15/2010|71392900|||29080100|GM01871|MOFFITT CANCER CTR,|
CONT|00092079|THE EFFECT OF THIRD TRIMESTER PREGNANCY ON THE PHARMACOKINETICS OF EFAVIRENZ AMONG TB/HIV CO-INFECTED PREGNANT WOMEN....|2980.80|2760.00|12/12/2013|12/11/2014|44818931|||32060000|GM0006076|MOI UNIV COLL OF HLT|
CONT|00066202|OPEN-LABEL, PHASE 2 STUDY OF THE SAFETY AND EFFICACY OF -METHYL-P-123 I-IODOPHENYL-PENTADECANOIC ACID.....|63700.00|50960.00|08/28/2007|07/05/2009|21425922|||30050000|GM04156|Molecular Insight Ph|
CONT|00072510|AN OPEN, PARALLEL, RANDOMIZED, COMPARATIVE, MULTI-CENTRE INVESTIGATION IN US EVALUATING THE COST AND EFFECTIVENESS,..|13601.80|10881.44|03/19/2009|10/31/2010|99870420|||29141001|GM04793|PUMA 415|
CONT|00070250|...RATIONALLY ENGINEERED HEPARIN M118 VS UNFRACTURED HRPARIN(UFH) IN SUBJECTS WITH STABLE CORONARY ARTERY DISEASE...|22500.00|18000.00|09/19/2008|12/17/2009|10212750|||30050000|GM04475|M118-006|
CONT|00062800|MONROE COUNTY|891268.33|891268.33|10/01/2006|09/30/2016|48977876,75371660|||60355044|GM02632|0030745|
CONT|00065949|SCREENING SQUASH (CUCURBITA PEPO L.) FOR RESISTANCE TO SQUASH VEIN YELLOWING VIRUS|700.00|560.00|04/01/2007|03/31/2008|54227510|||60140000|GM0303|NULL|
CONT|00071759|IMPROVED TOMATO FLAVOR|1045863.00|725500.00|05/01/2009|10/31/2014|10992630|||60230000|GM0303|NULL|
CONT|00081527|BIOTECH SWEET CORN MASTER SERVICE AGREEMENT SERVICE ORDER #7|9500.00|7600.00|02/15/2011|12/31/2011|01511730|||60740000|GM0303|NULL|
CONT|00087643|PERFORMANCE SERIES SWEET CORN TUG 2012 SERVICE ORDER #16|18000.00|14400.00|09/10/2012|06/30/2013|01511730|||60740000|GM0303|NULL|
CONT|00092826|VARIETY TRIAL FOR WATERMELON -- SERVICE ORDER NO. 7|750.00|600.00|01/15/2014|12/31/2014|70482620|||60770000|GM0303|NULL|
CONT|00092829|VARIETY TRIAL FOR TOMATOES --- SERVICE ORDER NO. 8|1125.00|900.00|01/15/2014|12/31/2014|70482620|||60770000|GM0303|NULL|
CONT|00093020|PROTOCOL NO. 2014-01-53-11|7500.00|6000.00|03/01/2014|12/31/2014|16310040|||60750000|GM0303|NULL|
CONT|00096447|SERVICE ORDER 16; VARIETY TRIAL FOR TOMATOES VARIETIES: SV7631TD, QUINCY, AND SV4725TD|2250.00|1800.00|01/15/2015|12/31/2015|70482620|||60770000|GM0303|NULL|
CONT|00096632|SERVICE ORDER 17: WATERMELON VARIETIES KNOWN AS SV8298WA, SV7018WA, SV2757WA, SV0241WA, AND SV7112WA|1875.00|1500.00|01/26/2015|12/31/2015|70482620|||60770000|GM0303|NULL|
CONT|00065470|CERTAINTY HERBICIDE FOR BROADLEAF WEED CONTROL AND SAFETY IN LANDSCAPE ORNAMENTALS|7000.00|5600.00|05/01/2007|10/15/2007|25285940|||60850000|GM0303|07061853|
CONT|00081746|EFFICACY OF DGT COTTON SYSTEMS|11000.00|8800.00|04/01/2011|12/31/2011|11655723|||60080000|GM0303|2011-01-B6-03|
CONT|00082072|EQUIVALENCY TRIALS FOR PHYTOPHTHORA IN OPEN FIELD HYBRID SWEET PEPPERS - UNITED STATES SERVICE ORDER NO. 9|7500.00|6000.00|07/25/2011|06/30/2012|51451681|||60910000|GM0303|2011-01-FS-14|
CONT|00085828|EVALUATION OF POST TREATMENT IN DGT COTTON -- SOUTHEAST-EXTERNAL|10000.00|8000.00|04/15/2012|04/14/2013|11655723|||60080000|GM0303|2012-01-B6-02|
CONT|00089875|GLYPHOSATE + DICAMBA PREMIX LARGE SCALE EFFICACY|8750.00|7000.00|05/01/2013|03/31/2014|74134880|49860093||60820000|GM0303|2013-01-09-02|
CONT|00090158|MON-76757 FALL & SPRING APPLICATIONS|6250.00|5000.00|04/01/2013|12/01/2013|74134880|49860093||60820000|GM0303|2013-01-09-07|
CONT|00089597|WEED MANAGEMENT IN BOLLGARD II XTENDFLEX COTTON|15000.00|12000.00|04/01/2013|01/31/2014|11655723|||60080000|GM0303|2013-01-b6-03|
CONT|00089608|RESIDUAL HERBICIDES IN ROUNDUP READY XTEND COTTON - SOUTHEAST|6250.00|5000.00|04/30/2013|01/31/2014|74134880|49860093||60820000|GM0303|2013-01-B6-04|
CONT|00090060|PREEMERGENCE WEED CONTROL IN DICAMBA COTTON SYSTEMS|7500.00|6000.00|04/01/2013|01/31/2014|11655723|||60080000|GM0303|2013-01-B6-04|
CONT|00090521|WEED MANAGEMENT WITH DICAMBA AND GLYPHOSATE COMBINATIONS|15000.00|12000.00|04/15/2013|12/31/2013|11655723|||60080000|GM0303|2013-01-B7-18 & 20|
CONT|00094148|NOZZLE PERFORMANCE IMPACTS ON ROUNDUP PLUS CO-HERBICIDES|11000.00|8800.00|04/30/2014|04/30/2015|74134880|49860093||60820000|GM0303|2014-01-09-01|
CONT|00093034|EVALUATION OF CANDIDATES FOR POWDERY MILDEW CONTROL IN CUCURBITS|3750.00|3000.00|03/01/2014|12/31/2014|56786380|||60740000|GM0303|2014-01-53-08|
CONT|00093530|WEED MANAGEMENT SYSTEMS IN BOLLGARD II XTENDFLEX COTTON- SOUTHEAST|12500.00|10000.00|04/01/2014|03/31/2015|11655723|||60080000|GM0303|2014-01-B6-02|
CONT|00093526|BENEFIT OF ROUNDUP XTEND AND XTENDIMAX CANDIDATES FOR RESIDUAL WEED CONTROL|5000.00|4000.00|04/01/2014|03/31/2015|11655723|||60080000|GM0303|2014-01-B6-06|
CONT|00093493|EFFECT OF NOZZLE, APPLICATION VOLUME, ENVIRONMENT, AND HERBICIDE ON BOLLGARD II XTENDFLEX COTTON|10000.00|8000.00|04/01/2014|03/31/2015|11655723|||60080000|GM0303|2014-01-B6-08|
CONT|00097594|EVALUATION OF FUNGICIDE CANDIDATES FOR POWDERY MILDEW CONTROL - SERVICE ORDER 24|11250.00|9000.00|03/01/2015|02/28/2016|36060368|||60770000|GM0303|CU15_CD_DIS_EL_01|
CONT|00097515|EVALUATION OF ACTINOVATE FOR CONTROL OF STRAWBERRY DISEASES|37500.00|30000.00|12/15/2014|12/31/2015|64178101|70006790||60754300|GM0303|MONBA-14SE110A|
CONT|00097477|MONSANTO SERVICE ORDER 23|32500.00|26000.00|03/01/2015|02/28/2016|36060368|||60770000|GM0303|MONBA-15SE110S|
CONT|00097523|EVALUATION OF CANDIDATES BIOPESTICIDES FOR MANAGING MANAGING VEGETABLE DISEASES|25000.00|20000.00|03/01/2015|02/28/2016|16310040|||60750000|GM0303|no. 21|
CONT|00094521|SWEET BELL PEPPER VARIETY TRIAL|625.00|500.00|08/11/2014|05/15/2015|51451681|||60910000|GM0303|Service Order No. 15|
CONT|00088226|DEVELOPMENT OF VARROA MITE RNAI APPLICATION AND DELIVERY APPROACHES|175000.00|140000.00|02/01/2013|01/31/2015|31409776|||60140000|GM0303|Service Order No. 17|
CONT|00088735|EVALUATION OF NEW DICAMBA AND GLYPHOSATE FORMULATIONS MONSANTO ~ SERVICE ORDER NO. 18 (ODERO)|16000.00|12800.00|01/11/2013|06/30/2013|88899564|||60740000|GM0303|Service Order No. 18|
CONT|00088674|SEEDLESS POLLINIZER TRIAL SPRING 2013|8125.00|6500.00|01/20/2013|07/31/2013|16256101|||60770000|GM0303|SERVICE ORDER NO. 19|
CONT|00097479|MONSANTO SERVICE ORDER #22; PROTOCALS MONBA-15SE120S; MONBA-15SE123S; MONBA-15SE124S;MONBA-15SE125S|22500.00|18000.00|03/01/2015|02/28/2016|97173830|||60910000|GM0303|Service Order No. 22|
CONT|00086509|MON-76754 EFFICACY ON KEY GRASSES|2500.00|2000.00|06/01/2012|11/01/2012|74134880|||60820000|GM0303|SO # 13|
CONT|00086220|SEED TREATMENT NEMATODE MANAGEMENT IN COTTON|5000.00|4000.00|03/01/2012|11/01/2012|74134880|||60820000|GM0303|SO # 15|
CONT|00086027|POST-HARVEST MANAGEMENT OF PALMER AMARANTH|10000.00|8000.00|06/01/2012|11/01/2012|74134880|||60820000|GM0303|SO# 14|
CONT|00097375|TOMATO FIELD: EVALUATION OF FOLIAR CANDIDATES FOR DISEASE CONTROL TO15_TD_DIS_EL-02|7500.00|6000.00|03/01/2015|02/28/2016|36060368|||60770000|GM0303|TO15_15_DIS_EL02|
CONT|00097354|EVALUATION OF FUNGICIDE CANDIDATES FOR EARLY BLIGHT CONTROL IN TOMATO PROTOCOL NO. TO15_TD_DIS_EL_01|10000.00|8000.00|03/01/2015|02/28/2016|16310040|||60750000|GM0303|TO15_TD_DIS_EL_01|
CONT|00070260|MOOREA BIOCODE PILOT PROJECT|475875.00|423000.00|01/01/2008|04/30/2012|19527020|||56021600|GM02345|00005996 PO# 1425298|
CONT|00092013|SUPPORT FOR EXPLORATION OF PUBLIC OPINION OF GOVERNMENTAL MEASURES UNDERTAKEN TO CURB DEFORESTATION SINCE 2009 IN SAO.|44000.00|39205.00|12/01/2013|12/31/2014|06289810|||57140100|GM02345|4111|
CONT|00096199|DATA-INTENSIVE FORECASTING AND PREDICTION FOR ECOLOGICAL SYSTEMS|1500000.00|1348822.00|11/19/2014|10/31/2019|16511779|||60470000|GM02345|4563|
CONT|00068118|AMAZON CONSERVATION LEADERSHIP INITIATIVE|2415876.80|2147446.48|01/01/2008|12/31/2014|06289810,16525090|88594490||57140100|GM02345|529.01|
CONT|00052650|CONSERVATION OF AMAZON AQUATIC BIODIVERSITY|2397410.00|2141829.00|07/15/2004|03/15/2008|51199261|66678330||16220000|GM02345|Moore Foundation|
CONT|00055777|BUILDING LEADERSHIP CAPACITY FOR FOREST CONSERVATION IN THE ANDES AMAZON REGION|1925106.52|1712883.76|12/20/2004|12/31/2010|06289810,88594490|||57140100|GM02345|U F Foundation|
CONT|00095913|OPTIONS AND OPPORTUNITIES TO ADDRESS ORAL HEALTH WORKFORCE NEEDS IN GEORGIA, FLORIDA AND MISSISSIPPI|15000.00|13043.00|10/10/2014|08/31/2015|87769660|||34060700|GM0006847|NULL|
CONT|00064306|SOUND, STRESS, SEX, AND SEAHORSES|37780.00|34981.48|09/01/2006|08/31/2007|55619341|||60480000|GM01649|NULL|
CONT|00089502|CHARACTERIZING A NOVEL COCCIDIAN PARASITE OF THE LEATHERBACKTURTLE, DERMOCHELYS CORIACEAE|4000.00|4000.00|06/01/2013|08/31/2013|31976330|||28090000|GM01649|NULL|
CONT|00060696|COMPARATIVE EFFECT OF PACING SITES IN DOGS WITH COMPLETE HEART BLOCK|100000.00|92593.00|01/01/2007|06/30/2013|82836630|||28092700|GM01649|D05CA-309|
CONT|00061895|ASSOCIATION OF WOLBACHIA WITH HEARTWORM DISEASE IN DOGS AND CATS|58558.00|54220.00|10/01/2006|03/31/2008|94131210|||28092000|GM01649|D06MS-010|
CONT|00064747|EFFECT OF PROTECTIVE OR COOLING VESTS ON BODY TEMPERATURE AND PERFORMANCE IN WORKING DOGS|19682.00|18224.07|01/01/2008|10/31/2011|91517750|||28040000|GM01649|D07CA-058|
CONT|00066691|DEVELOPMENT OF A DIVA TEST STRATEGY FOR CANINE INFLUENZA (FELLOWSHIP)|75600.00|70000.00|09/01/2007|02/28/2010|10568080|||28092000|GM01649|D07CA-402|
CONT|00065037|USE OF TRASMISSION ELECTRON MICROSCOPY (TEM) IN THE EVALUATION OF THE COMPOSITION OF KERATOHYALINE GRANULES|4000.00|4000.00|05/01/2007|08/31/2007|54158980|44196656||28091600|GM01649|D07CA-617|
CONT|00069269|CARDIOVASCULAR EFFECTS OF N-BUTYLSCOPOLAMMONIUM BROMIDE IN HORSES|4000.00|4000.00|05/01/2008|03/31/2009|58889461|||28040000|GM01649|D07EQ-609|
CONT|00069199|USE OF ELEPHANT-SPECIFIC MONOCLONAL ANTIBODIES AND RECOMBINANT ANTIGENS OF MYCOBACTERIUM TUBERCULOSIS TO IMPROVE AN ELIS|2000.00|2000.00|05/01/2008|07/31/2008|20946241|41315911||28092200|GM01649|D07ZO-607|
CONT|00065273|TECHNIQUES IN DIGITAL RADIOGRAPHY OF ASIAN ELEPHANT (ELEPHUS MAXIMUS) FEET|4000.00|4000.00|05/01/2007|08/31/2007|20946241|63804660||28092200|GM01649|D07ZO-618|
CONT|00072424|DOES COMBINED TREATMENT WITH ACUPUNCTURE AND HERBAL MEDICINE CURE ANHIDROSIS? A CONTROLLED STUDY|14172.00|13122.00|03/01/2009|12/31/2011|84029490|||28040000|GM01649|D08EQ-006|
CONT|00072423|ETHY PYRUVATE IN INTRAVENOUS FLUIDDS: AN INEXPENSIVE AND EFFECTIVE TREATMENT FOR ENDOTOXIMIA IN HORSES|28740.00|26611.11|03/01/2009|09/30/2011|84029490|||28040000|GM01649|D08EQ-007|
CONT|00081693|USE OF NEONATAL PROGESTIN TREATMENT AS A PERMANENT, NON-SURGICAL CONTRACEPTIVE METHODOLOGY IN DOGS|10800.00|10000.00|07/01/2011|02/08/2013|39738456|||28050000|GM01649|D09CA-810B|
CONT|00076936|RETROSPECTIVE STUDY OF TRANSMISSION OF ENDOTHELIOTROPIC ELEPHANT HERPESVIRUS IN AMERICAN ZOOS|2000.00|2000.00|06/01/2010|08/31/2010|20946241|||28092200|GM01649|D09ZO-617|
CONT|00077635|DIAGNOSING INCLUSION BODY DISEASE, A WORLDWIDE INFECTIOUS DISEASE OF BOID SNAKES|71280.00|66000.00|07/01/2010|12/31/2012|76075620|||28092200|GM01649|D10ZO-045|
CONT|00081778|THE EFFECTS OF SOCIAL TRAINING ON CANINE ADOPTION RATES FOR ALEXANDRA PROTOPOPOVA|4000.00|4000.00|06/01/2011|08/31/2011|60250830|||16400300|GM01649|D12CA0633|
CONT|00083078|BRIDGING THE GAP BETWEEN STAKEHOLDERS TO ENHANCE MANAGEMENT AND IMPROVE THE WELFARE OF FERAL CUTS|48552.00|44956.00|09/01/2011|05/31/2013|44085890|82893100||60470000|GM01649|D12FE-016|
CONT|00088197|EFFECT OF CONTINUOUS RATE INFUSION OF LIDOCAINE ON ISCHEMIC INJURED EQUINE LARGE COLON AND JEJUNUM|49037.00|45405.00|01/01/2013|12/31/2015|51288822|78899169||28040000|GM01649|D13EQ-308|
CONT|00088089|DETERMINATION OF THE DIVERSITY OF ASTROVIRUSES IN CAT FECES,DEVELOPMENT OF RAPID TESTING, AND EPIDEMIOLOGY|108000.00|100000.00|12/01/2012|11/30/2014|31976330|||28090000|GM01649|D13FE-009|
CONT|00086155|NEUROANATOMY AND COMPARATIVE ANALYSIS OF ACCESSORY SOMATOSENSORY NUCLET IN THE FLORIDA MANATEE; FOR JEFF CURTISS|4000.00|4000.00|06/01/2012|08/31/2012|80391780|||28050000|GM01649|D13ZO-602|
CONT|00090693|MANAGEMENT OF IRON OVERLOAD IN BLACK RHINOCEROS (DICEROS BICORNIS) USING AN ORAL IRON CHELATOR|46429.00|42990.00|09/01/2013|08/31/2015|11617163|50139060||60090000|GM01649|D14ZO-303|
CONT|00093227|CHARACTERIZATION OF THE 2013 MID-ATLANTIC BOTTLENOSE DOLPHIN MORBILLIVIRUS EPIZIITIC|4000.00|4000.00|06/01/2014|08/31/2014|42954850|||28100000|GM01649|D15ZO-606|
CONT|00097531|THE PHARMACOKINETICS OF PONAZURIL IN RED FOOTED TORTOISES, CHELONOIDIS CARBONARIA|5000.00|5000.00|05/18/2015|07/31/2015|31976330|||28090000|GM01649|D16ZO-608|
CONT|00066699|DEVELOPMENT OF A DIVA TEST STRAIN FOR CANINE INFLUENZA|50670.00|46916.67|09/01/2007|09/30/2010|10568080|||28092000|GM01649|DO7CA-151|
CONT|00064763|EPIZOOTIOLOGY OF MYCOPLASMA TRANSMISSION IN GOPHER TORTOISE POPULATIONS|54000.00|50000.00|10/01/2007|12/31/2009|13567770|||28100400|GM01649|DZ7Z0-404|
CONT|00066813|GNRH IMMUNOCONTRACEPTION FOR THE HUMANE CONTROL OF FERAL CATS|74291.00|68788.00|09/01/2007|08/31/2009|94131210|||28092000|GM01649|MAF D07FE-019|
CONT|00069201|COMPARISON OF PLASMA AMINO ACIDS AND FATTY ACIDES IN CAPTIVE AND WILDLIFE POPULATIONS OF GREEN SEA TURTLES....|2000.00|2000.00|05/01/2008|01/31/2009|42426721|||28040000|GM01649|MORRIS ANIMAL FOU|
CONT|00072199|A BIOMECHANICAL EVALUATION OF THE CONTRIBUTION OF DROP WIRESTO THE STIFFNESS OF SINGLE RING CIRCULAR FIXATOR CONSTRUCTS|2000.00|2000.00|06/01/2009|08/31/2009|98878310|||28092500|GM01649|MORRIS ANIMAL FOU|
CONT|00061898|INFLUENZA VIRUS INFECTION IN DOGS IN SHELTERS|127648.00|118193.00|10/01/2006|09/30/2009|10568080|||28092000|GM01649|MORRIS D06CA-071|
CONT|00063962|EPIDEMIOLOGY OF CERUMINOUS GLAND CARCINOMAS IN CATALINA ISLAND FOXES (UROCYON LITTORALIS)|7000.00|6481.00|10/01/2006|09/30/2008|76075620|||28092200|GM01649|UCD RA-06-000121-UFL|
CONT|00059796|WALTON COUNTY SCHOOL CONCURRENCY PILOT PROJECT PROFESSIONAL PLANNING SERVICES|36360.00|24990.00|12/15/2005|12/31/2007|37419600|||15060100|GM03715|Morris Depew #3|
CONT|00059797|UNIVERSITY OF FLORIDA ST.JOHNS CO. SCHOOL CONCURRENCY PILOT PROJECT PROFESSIONAL PLANNIING SERVICES AGREEMENT #4|17540.00|12055.00|12/31/2005|12/31/2007|37419600|||15060100|GM03715|Morris Depew #4|
CONT|00061158|MORRIS DEPEW ASSOCIATES, INC.--UNIVERSITY OF FLORIDA SCHOOL CONCURRENCY IN FLORIDA PROFESSIONAL PLANNING SERVICES.......|43620.00|29979.00|04/01/2006|12/01/2007|37419600|||15060100|GM03715|Morris Depew Assoc|
CONT|00071721|DEVELOPMENT OF SLOW RELEASE FERTILIZERS USING DOLOMITE PHOSPHATE ROCK FOR AGRICULTURE AND LANDSCAPES|140531.00|112425.00|02/02/2009|02/01/2011|96095490|||60760000|GM04274|NULL|
CONT|00087014|TRIBOLOGICAL SEVERITY OF MATERIALS HANDLING|100000.00|71066.00|01/01/2013|12/31/2013|00846510|||19020100|GM04274|12-00087014|
CONT|00092523|MECHANISMS OF WEAR IN GRANULAR SYSTEMS|75000.00|53719.00|05/01/2014|04/30/2015|00846510,29371080|29371080||19020100|GM04274|14-00092523|
CONT|00068016|FHTCC: ADVANCED CONCEPTS FOR PHOSPHATE MINING AND PHOSPHATEPROCESSING|892833.00|653318.00|01/01/2008|05/31/2012|65705880,18555490||60838059,60879020,94466730,23323140,00846510,19331840,33180360,02190760|19020100|GM04274|388850|
CONT|00074616|PRELIMINARY ASSESSMENT OF PHOSPHOGYPSUM AS A FOUNDATION MATERIAL FOR LINED MUNICIPAL SOLID WASTE LANDFILL|77112.00|55154.00|07/01/2009|06/30/2010|83514150,79286010|79286010||19100100|GM04274|Mosaic 2009|
CONT|00079202|ELECTROKINETIC DEWATERING OF PHOSPHATIC CLAY SUSPENSIONS|100000.00|71256.00|12/02/2010|06/01/2012|60879020|||19030100|GM04274|UF-MOSAIC-2010-01|
CONT|00085013|PROTOTYPE FOR CONTINUOUS ELECTROKINETIC DEWATERING OF PHOSPHATIC CLAY SUSPENSIONS|1503644.00|1152863.00|07/01/2012|06/30/2016|60879020,50827280|08824254|08824254|19030100|GM04274|UF-MOSAIC-2012-01|
CONT|00088775|EVALUATION OF METHIONINE AS A LARVICIDE, AND ITS POTENTIAL FOR USE IN MOSQUITO IPM|34704.63|34704.63|03/13/2013|02/25/2015|51095339|||60140000|GM0005801|2013-22|
CONT|00058203|DEVELOPONG MARINE FISH CULTURE TO EXPAND FLORIDA'S AQUACULTURE INDUSTRY|25000.00|23750.00|06/24/2005|12/31/2007|45714430|||60060000|GM0528|MML-185670C|
CONT|00065637|EXPLORING MECHANISMS FOR TARGETED BIOLOGICAL CONTROL OF CORAL BACTERIAL DISEASES|25208.00|22916.00|04/01/2007|08/31/2008|45043490|41672950||60210000|GM0528|POR-2006-5|
CONT|00069700|PROBIOTIC AND PATHOGEN: INVESTIGATING THE POTENTIAL OF NATIVE CORAL BACTERIA TO PREVENT WHITE POX DISEASE|37954.00|34503.00|04/01/2008|08/31/2009|45043490|51405193||60210000|GM0528|POR-2007-04|
CONT|00069156|SOUTH FLORIDA MARINE ECOSYSTEM SCIENCE SYNTHESIS|35000.00|27778.00|04/01/2008|03/31/2009|88321440|||57202000|GM0528|POR-2007-06|
CONT|00067562|DETERMINING CORAL REEF IMPACTS ASSOCIATED WITH BOAT ANCHORING AND USER ACTIVITY|38350.00|34515.00|04/01/2008|03/31/2009|12822601|32792440||60480000|GM0528|POR-2007-16|
CONT|00067561|INVESTIGATING THE ROLE OF THE SPOTTED SPINY LOSTER IN THE RECOVERY OF THE LONG-SPINED SEA URCHIN ON THE CORAL REEFS|13961.00|12692.00|04/01/2008|03/31/2009|12822601|||60480000|GM0528|POR-2007-17|
CONT|00069197|THE GENETICS BASIS OF CORAL REEF RESILIENCE|30000.00|24000.00|04/01/2008|04/01/2010|24787700|||28051700|GM0528|POR-2007-36|
CONT|00073991|DETERMINING CORAL REEF IMPACTS ASSOCIATED WITH BOAT ANCHORING AND USER ACTIVITY|40892.00|37175.00|05/01/2009|10/31/2011|12822601|||60460000|GM0528|POR-2008-27|
CONT|00071572|FEASIBILITY OF USING PROBIOTICS TO CONTROL BACTERIAL DISEASES IN CORALS|30493.00|27721.00|05/01/2009|04/30/2010|45043490|||60210000|GM0528|POR-2008-5|
CONT|00074710|SO FLORIDA MARINE ENVIRONMENTS ECOLOGICAL SYNTHESIS BOOK|31006.00|24608.00|05/01/2009|04/30/2010|88321440|||57202000|GM0528|POR-2008-6|
CONT|00078394|FEASIBILITY OF USING PROBIOTICS TO CONTROL BACTERIAL DISEASES IN CORALS|31331.00|28482.73|05/01/2010|04/30/2011|45043490|||60210000|GM0528|POR-2009-5|
CONT|00080386|FEASIBILITY OF USING PROBIOTICS TO CONTROL BACTERIAL DISEASES IN CORALS|30000.00|27273.00|05/01/2011|04/30/2012|45043490|||60210000|GM0528|POR-2010-6|
CONT|00084367|EFFICACY OF THREE FORMULATIONS OF BENEFICIAL CORAL-ASSOCIATEBACTERIA FOR THE CONTROL OF CORAL PATHOGENS - YEAR 2|38149.00|34681.00|05/01/2012|04/30/2014|45043490|||60210000|GM0528|POR-2011-6|
CONT|00069778|EVALUATION OF RFID SENSORS FOR TEMPERATURE TRACKING|62500.00|50000.00|01/01/2008|12/31/2008|04331930|||60070000|GM0308|NULL|
CONT|00074517|THE DEVELOPMENT AND PSYCHOMETRIC ANALYSIS OF A NEW PARKINSONPSYCHOSIS SCALE: A MOVEMENT DISORDER SOCIETY AND NPF COLLABO|3750.00|3750.00|07/01/2009|09/30/2010|36844113|||29180300|GM04886|Movement Disorder So|
CONT|00082458|MPEX-209: ...MP-376 INHALATION SOLUTION (AEROQUIN) VERSUS TOBRAMYCIN INHALATION SOLUTION (TIS) IN STABLE CF PATIENTS|75257.13|60205.71|08/05/2011|08/05/2014|57174181|||29092000|GM0005346|MPEX-209|
CONT|00083056|ST.JOSEPH PENINSULA BEACH RESTORATION PROJECT, SEA TURTLE AND ESCARPMENT MONITORING 2011, GULF COUNTY, FL|41278.75|33023.00|05/01/2011|12/31/2011|58256340|||60472000|GM04432|NULL|
CONT|00087058|SEA TURTLE AND ESCARPMENT MONITORING 2012|122877.00|111706.09|05/01/2012|06/30/2015|58256340|||60472000|GM04432|NULL|
CONT|00069699|ST. JOSEPH PENINSULA BEACH RESTORATION PROJECT|81000.00|64800.00|05/01/2008|10/31/2008|58256340|||60472000|GM04432|08050649|
CONT|00045818|HONORARIUM FOR IN VITRO CLINICAL STUDY PARTICIPATION|840.00|764.00|05/05/1998|05/04/2010|41316100|||29080100|GM0751|MRL PHARMACEUTICAL S|
CONT|00080597|ASSESSMENT OF P16INKA4A AND K1-67 EXPRESSION AS ADJUNCTS TO THE PAP TEST|3400.00|3090.91|12/23/2010|12/22/2011|74081240|||29080100|GM05229|Assess Adjcts to PAP|
CONT|00094286|MU ALPHA THETA : GEOMETRIC MORPHOMETRICS IN SILK MOTHS|2000.00|2000.00|06/11/2014|08/30/2015|11512713|||56021300|GM0006270|NULL|
CONT|00079346|EXPLORINGMICROGRAVITY FOR IMPROVEMENT OF JATROPHA CURCAS (PHYSIC NUT) A BIOFUEL PLANT|80000.00|64000.00|07/01/2008|10/31/2013|46992890|||60790000|GM02360|SPO 1000049818|
CONT|00087851|FEDERAL NON-MIPR MEMBERSHIPS IN CHREC PHASE II|195000.00|195000.00|01/16/2012|03/31/2017|34115630|||19050100|GM02539|Federal Non-MIPR in|
CONT|00087831|FED LAB MEMBERSHIPS IN CHREC PHASE II|120000.00|120000.00|01/16/2012|03/31/2017|34115630|||19050100|GM02539|MIT/Lincoln Lab|
