Sponsor_ID|SponsorName
GM0757|BIOCRYST PHARMACEUTICALS
GM0758|COELACANTH CORPORATION
GM0759|DEL ORO JUICE MARKETING INC
GM076|BIO-PHARM CLINICAL SERVICES
GM0760|SCRIPPS RESEARCH INST
GM0761|ICOS CORPORATION
GM0762|KOS PHARMACEUTICALS
GM0763|ALTA REX CORP
GM0764|COASTAL ENGINEERING CORP
GM0766|W L GORE AND ASSOCIATES INC
GM0767|TRIANGLE PHARMACEUTICALS
GM0768|PHOENIX INTL PRODUCTS
GM0769|ASTROBOTICS INC
GM04728|UNIV OF MANCHESTER
GM04729|ASCENSION ORTHOPAEDICS
GM04730|TWO BLADES FOUNDATION
GM04731|KERNEOS ALUMINATE TECHNOLOGIES
GM0951|BABY'S BEST LABORATORIES INC
GM0952|GELTEX PHARMACEUTICALS INC
GM0953|GILEAD SCIENCES
GM0954|ORTHO BIOTECH PRODUCTS LP
GM0955|ANDRX CORP
GM0956|EARTH TECH INC
GM0957|INHALE THERAPEUTIC SYSTEMS
HEALTHY|HEALTHY START OF NORTH FLORIDA
INSTITUT JULES|INSTITUT JULES BORDET-CENTRE DES TUMEURS
NCSE|NON-INVASIVE COMPART SYNDROME EVALUATOR
GM0580|INTEGRATED THERAPEUTICS GROUP
GM0581|FUJISAWA HEALTHCARE INC
GM077|BIOENERGY INTERNATIONAL
GM0770|EIKOS
GM0771|AGRAQUEST INC
GM0958|USA FLORAL PRODUCTS INC
GM04437|AM HOLISTIC VETERINARY MEDICAL ASSO
GM04438|FL DEPT OF TRANSP OFFICE OF CONSTRUCTION
GM04439|FL ASSO OF PUBLIC HEALTH NURSES
GM04440|FL NURSES ASSOCIATION
GM04328|PROSPECT THERAPEUTICS
GM04700|STROMEDIX
GM0582|PHARMACIA AND UPJOHN COMPANY
GM0583|MEDICAL EDU TECHNOLOGIES
GM0963|DELPHI AUTOMOTIVE SYSTEMS CORP
GM0964|EMERGENT INFORMATION TECH
GM0965|CONCURRENT TECHNOLOGIES CORP
GM0966|E-INTEGRATORS INC
GM0967|CERMET INC
GM0968|REDSEA WORKS COMPANY
GM0969|MARK IV
GM03510|MICROSOFT
GM04387|LONDON SCHOOL OF ECON & POLITICAL SCIENC
GM04388|INST FOR PERSONAL ROBOTS IN EDUCATION
GM04389|LUDWIG INST FOR CANCER RES
GM04391|SOUTHERN FOREST RES PARTNERSHIP
GM04393|LOMBARD MEDICAL TECHNOLOGIES
GM04329|SCIENTIFIC SYSTEMS COMPANY
GM04330|X-SCANTEC
GM04336|ADVANCED NEUROMODULATION SYSTEMS
GM04338|COMM ON REHABILITATION COUNSELOR CERT
GM04380|BIKAM PHARMACEUTICALS
GM04462|BEAT IT
GM03870|RADIANT RESEARCH
GM03871|US DEPT OF THE TREASURY
GM03872|US SMALL BUSINESS ADMINISTRATION
GM03873|NPS PHARMACEUTICALS
GM03874|NACON TECHNOLOGIES
GM03875|FACULDADE DE CIENCIAS E TECNOLOGIA - UNL
GM03876|ZEBRA TECHNOLOGIES
GM03877|SANOFI US SERVICES
GM04195|MAPI RESEARCH INST
GM04196|CANINE COMPARATIVE ONCOLOGY GENOMICS CON
GM0946|PALATIN TECHNOLOGIES INC
GM0947|BIONTECH
GM04428|WALTER REED ARMY MEDICAL CENTER
GM04429|ARYSTA LIFESCIENCE
GM04430|NU-POWER TECHNOLOGIES
GM04431|PATHFINDER THERAPEUTICS
GM04432|MRD ASSOCIATES
GM04433|AMERICAN SURGICAL ASSOCIATION
GM04434|CALIFORNIA STATE UNIVERSITY FULLERTON
GM04355|CARDIOKINE BIOPHARMA
GM04356|NATL TAIWAN UNIVERSITY HOSPITAL
GM04357|A.C.N.M. FOUNDATION
GM04701|INVATEC
GM04702|PROJECT ORIANNE
GM04703|ORANGE & BLUE TEXTBOOKS
GM04704|PREMIER RESEARCH INTERNATIONAL
GM04705|EUSA PHARMA (USA)
GM04706|TROPICAL FRUIT SP
GM04707|OMEGA MEDICAL GRANTS ASSOCIATION
GM04708|NORDIC SUGAR A/S INNOVATION
GM04463|US DEPT OF ENERGY IDAHO NATL LABORATORY
GM04464|INST APPL PHYS OF RUSSIAN ACAD SCIENCE
GM04465|MARINE MAMMAL COMMISSION
GM04466|HELEN HAY WHITNEY FOU
GM04467|EUROPEAN SOC OF VETERINARY DERMATOLOGY
GM04732|CEM CORPORATION
GM04733|BROOKHAVEN NATIONAL LAB
GM0948|TECO ENERGY INC
GM0949|WELLMARK INTERNATIONAL
GM04435|FL BOARD GOV TECH RES SCHOLARSHIP BOARD
GM04423|PARRY AMERICAN
GM04424|YM BIOSCIENCES
GM04425|MISSOURI UNIV OF SCIENCE AND TECHNOLOGY
GM04426|ASTROPHYSICAL RESEARCH CONSORTIUM
GM04427|PNEUMA PHARMACEUTICALS
GM04709|ARBOJET
GM04710|SEXING TECHNOLOGIES
GM04711|MIRACLE FRUIT EXCHANGE
GM04529|ADISSEO FRANCE SAS
GM04530|CONSORTIUM FOR OCEAN LEADERSHIP
GM04531|TIBOTEC BVBA
GM04532|MERRILL LYNCH & CO
GM04533|NUTRICIA RESEARCH FOUNDATION
GM03069|EMORY UNIV
GM03220|UNIV OF MISSISSIPPI
GM03221|UNIV OF ALASKA
GM03222|DARTMOUTH COLLEGE
GM03223|RENSSELAER POLYTECHNIC INST
GM03224|LAKEHEAD UNIVERSITY
GM03225|TUSKEGEE UNIV
GM03226|COLLEGE OF CHARLESTON
GM03227|UNIV OF OREGON
GM03228|QUEENS UNIVERSITY
GM03229|ILLINOIS INST OF TECHNOLOGY
GM0323|NSA POLYMERS INC
GM04360|HIGHER EDUCATION FOR DEVELOPMENT
GM04361|KOREA INST OF GEOSCIENCE & MINERAL RESOU
GM04362|ST AUGUSTINE PORT WATERWAY & BEACH DIST
GM04363|BECHTEL NATL
GM04364|DEFENCE SCIENCE & TECH LABORATORY
GM04365|XCEED MOLECULAR
GM04366|CHIQUITA FRESH NORTH AMERICA
GM04367|POWERED CORPORATION
GM04369|SOGEVAL LABORATORIES
GM03051|ALBERT EINSTEIN COL OF MED
GM03052|AUBURN UNIV
GM03810|AMER SOCIETY OF TRANSPLANTATION
GM04582|ASSO OF WOMEN'S HLTH OBSTET NEONATAL NUR
GM04583|NATL CTR FOR MANUFACTURING SCIENCES
GM04584|STMICROELECTRONICS WIRELESS SAS
GM04585|HUSSMANN CORPORATION
GM04586|PARION SCIENCES
GM04587|HEARTLAND RURAL HEALTH NEWORK
GM04588|MEDTRONIC NAVIGATION
GM03423|SCIOS
GM03424|VEG PRO INC
GM03709|NATL FRAGILE X FOU
GM03454|PENNINGTON BIOMEDICAL RESEARCH CTR
GM03455|VERIZON FOU
GM03456|THE IMPACT GROUP
GM03457|WINTEC
GM03458|UNIV CONSOR FOR INTERMODAL TRANS SAF & S
GM03459|CHILDRENS HOSPITAL RESEARCH FOU
GM0346|PHARMACEUTICAL PRODUCT DEV INC
GM03482|OSPREY PHARMACEUTICAL COMPANY
GM03483|TANTUS GROUP
GM04576|COMPARATIVE GASTROENTEROLOGY SOCIETY
GM04577|NORTHEAST REGION SOYBEAN PROMOTION BOARD
GM04578|NATIONAL GEM CONSORTIUM
GM04579|HEALTH-E
GM04580|NEPHCURE FOUNDATION
GM03781|FL TURFGRASS RESEARCH FOU
GM03493|CHIMERIX INC.
GM05291|DONGGUK UNIVERSITY
GM05292|ATRIUM INNOVATIONS
GM05293|EARTH NETWORKS
GM05294|PENFORD INGREDIENTS
GM05052|HUNTER INDUSTRIES
GM05053|BUILDING LIVABLE COMMUNITIES
GM05054|CNTY OF HENNEPIN MN
GM05055|IRRIMAX CORP
GM04741|HEAVY METAL DEVELOPMENT CORPORATION
GM04742|RAIN BIRD
GM04743|NATL FOU TO SUPPORT CELL TRANSPLANT RES
GM04744|INSTITUTE OF TURKISH STUDIES
GM04446|SELF-STERILIZE
GM04447|BCI ENGINEERS & SCIENTISTS
GM04523|M & M SYSTEMS
GM04524|ELAN PHARMACEUTICAL
GM04691|JOHN SNOW INC
GM04692|PPI TECHNOLOGIES
GM04693|KING ABDULAZIZ UNIVERSITY
GM04694|SARASOTA CNTY SOLID WASTE DEPARTMENT
GM04454|STREM CHEMICALS
GM04455|ST VINCENTS CATHOLIC MEDICAL CENTERS
GM04457|ANTISOMA RESEARCH
GM04458|PRIDE GARDEN PRODUCTS
GM04966|ARISTOTLE UNIVERSITY OF THESSALONIKI
GM03460|INTL WATERLILY & WATER GARDENING SOCIETY
GM03461|AVANT IMMUNOTHERAPEUTICS
GM03462|THE ROYAL THAI EMBASSY
GM03463|THE TIMKEN COMPANY
GM03464|MAKO SURGICAL CORPORATION
GM03465|PARACOR MEDICAL INC
GM03466|CORE ENGINEERING AND CONSTRUCTION
GM03467|SKYEPHARMA
GM0376|RHONE-POULENC RORER INC
GM0411|SIMON & SCHUSTER INC
GM04110|CPH ENGINEERS
GM04111|THE V FOU FOR CANCER RESEARCH
GM04112|BUTLER HOSPITAL
GM0373|RHODIA INC
GM0482|WESTVACO CORP
GM0483|WEYERHAEUSER COMPANY
GM0484|XENON VISION INC
GM0485|YODER BROTHERS INC
GM04839|BIPARTISAN POLICY CENTER
GM04840|CHROMATIN
GM04841|WELLFLORIDA COUNCIL
GM05174|LAJUST SPORTS
GM05182|MGS RESEARCH
GM05183|FORUM TRANSREGIONALE STUDIEN
GM05184|MEDICAL COLLEGE OF WISCONSIN
GM05185|EMMAUS MEDICAL
GM04448|RARE DISEASE THERAPEUTICS
GM04449|CITY OF PALATKA
GM04450|QUALI-PRO
GM04452|KASIMA MEDICAL DEVELOPMENT AB
GM04453|INST FOR BUSINESS & HOME SAFETY
GM03408|FL HEART RESEARCH INST
GM03409|UT-BATTELLE
GM04079|ENVIROFLUX
GM0408|SHELL OIL COMPANY DEVELOPMENT COMPANY
GM04080|WILTRONICS RESEARCH PTY
GM04081|BROWARD REGIONAL HLTH PLANNING CNCL
GM04082|CRITICAL THERAPEUTICS
GM04083|GAIL EASLEY COMPANY
GM04084|CITY OF WYOMING MI
GM04085|BIOSOLUTIONS GROUP
GM0557|US TOBACCO COMPANY
GM0558|VEDA
GM04965|INTELLIGENT FIBER OPTIC SYSTEMS
GM04133|MASSCAL SCIENTIFIC INSTRUMENTS
GM05081|FLAGLER COLLEGE
GM05082|KISINGER CAMPO & ASSOCIATES
GM05083|PROJECT APIS M. (PAM)
GM05084|LHOIST NORTH AMERICA
GM05085|FL COMMISSION ON COMMUNITY SERVICE
GM05086|MARIGOLD FOUNDATION
GM05087|SCHAFER CORPORATION
GM05178|SHIRE DEVELOPMENT
GM05088|FOUNDATION FOR INNOVATIVE NEW DIAGNOSTIC
GM05089|OWENS WILLIAM & ELLA MEDICAL RES FOUN
GM05090|UNIFORMED SERVICES UNIV OF THE HLTH SCI
GM05091|AM COLLEGE OF EMERGENCY PHYSICIANS
GM05092|SCIMETRIKA
GM05093|NEWBERRY LIBRARY
GM05094|UNIVERSITY OF AUCKLAND
GM04131|MEDICAL LIBRARY ASSOCIATION
GM04132|CSA INTERNATIONAL
GM04625|KARL STORZ ENDOSCOPY
GM04932|WACHOVIA WELLS FARGO FOU
GM04933|KNIGHTS TEMPLAR EYE FOU
GM05096|ALLELE BIOTECHNOLOGY & PHARMACEUTICALS
GM05097|SOLVAY ADVANCED POLYMERS
GM05098|MASONRY ASSOCIATION OF FLORIDA
GM04397|AGRICULTURAL RESEARCH ORGANIZATION
GM04398|BAYER CROPSCIENCE LP
GM04399|TUBERCULOSIS FOUNDATION OF VIRGINIA
GM04400|SOUTHERN SOYBEAN RESEARCH PROGRAM
GM04401|WATEREUSE FOUNDATION
GM04402|HUMANE SOCIETY OF THE UNITED STATES
GM04403|UF PROTON THERAPY INSTITUTE
GM04404|KAIROS MICROSYSTEMS
GM04405|AK-TENAMIT
GM04410|TRANSGENERON THERAPEUTICS INC
GM04411|GATES FOU BILL & MELINDA
GM04412|SHANDS TEACHING HOSPITAL HOUSESTAFF
GM04063|ROMARK LABORATORIES
GM03494|BIOMEDICAL RESEARCH MODELS
GM03495|OPTONET INC.
GM03496|NATIONWIDE CHILDRENS HOSPITAL
GM05037|MUNROE REGIONAL MEDICAL CENTER
GM05038|THE CHILDRENS HOSPITAL ASSO
GM05039|EV3
GM05040|ALTERNATE ENERGY TECHNOLOGIES
GM05041|CNTR OF EXCELLENCE IN CANCER COMM RES
GM05042|NIFES-NAT INST OF NUTRITION SEAFOOD RES
GM04589|PARENT PROJECT MUSCULAR DYSTROPHY
GM03806|NASA DRYDEN FLIGHT RESEARCH CTR
GM04786|QUARK PHARMACEUTICALS
GM05035|DAIS ANALYTIC
GM05036|UNIVERSAL COATING TECHNOLOGIES
GM05173|OCULAR THERAPEUTIX
GM04819|ROAD SCIENCE
GM05290|PALM BEACH STATE COLLEGE
GM04792|C-CHANGE
GM04793|MOLNLYCKE HEALTH CARE AB
GM05129|HANGZHOU YINENG ELECTRICITY TECH
GM05130|DARDEN CORPORATION
GM05131|ALCOA POWER & PROPULSION
GM05132|ALCOA HOWMET RESEARCH CENTER
GM05133|INFO TECH
GM0372|REVCO DRUG STORES INC
GM03720|ST LOUIS UNIVERSITY
GM03721|MERCEDES HOMES
GM03722|UNIV OF HARTFORD
GM03723|ION METRICS INC.
GM05099|UNIV OF NORTH DAKOTA
GM05100|R.D. MINGO AND ASSOCIATES
GM05101|COASTAL SYSTEMS INTERNATIONAL INC
GM05102|CRYO-CELL INTERNATIONAL INC
GM05103|MPD FOUNDATION
GM05104|LONDON SCHOOL OF HYGIENE & TROPICAL MED
GM05105|INTEGRATED ADAPTIVE APPLICATIONS
GM04972|GOOGLE
GM04973|INNOVATIVE HEALTH APPLICATIONS
GM05289|BROOKS FOU GLADYS
GM04937|AETNA FOUNDATION
GM04750|AB SCIENCE
GM04751|ACCESS CLOSURE
GM04752|KAISER FOU RESEARCH INSTITUTE
GM04753|CHEMIMAGE CORPORATION
GM04754|COUGAR BIOTECHNOLOGY
GM05142|DIACARTA
GM05143|DUVAL CNTY HEALTH DEPARTMENT
GM03807|PREENERGY POWER LIMITED
GM03808|MCLEAN ENGINEERING CO INC
GM03809|PASCOE GMBH
GM0381|ROCKWELL INTERNATIONAL CORP
GM03760|MIDE TECHNOLOGY CORPORATION
GM03769|AMARIN NEUROSCIENCE
GM0377|RIBI IMMUNOCHEM RESEARCH INC
GM03811|SANTA FE PARTNERS
GM03812|Y'S THERAPEUTICS INC
GM03813|GASL INC
GM03724|AMER LIBRARY ASSOCIATION
GM03725|CITY OF ST PETERSBURG
GM04832|THE OBESITY SOCIETY
GM04833|INTERNATIONAL ZINC ASSOC
GM04834|PERRIGO COMPANY
GM04835|DOBERMAN PINSCHER CLUB OF AMERICA
GM05181|SKIDAWAY INSTITUTE OF OCEANOGRAPHY
GM03751|INTL DYSLEXIA ASSO
GM03752|FINRA INVESTOR EDUCATION FOU
GM03753|INST FOR THERMAL PROCESSING SPECIALISTS
GM03754|THE PARKINSON ALLIANCE
GM03755|LOVELACE RESPIRATORY RESEARCH INST
GM03756|DELAVAL INCORPORATED
GM05144|TOWN OF REDDICK
GM05145|FL LEAGUE OF CITIES
GM05146|INTERSOCIETY CNCL FOR PATHOLOGY INFO
GM05147|CARDIOVASCULAR SYSTEMS INC
GM05148|HONEYBEE ROBOTICS
GM05210|INNOPHOS
GM05149|TX GUARANTEED STUDENT LOAN
GM05150|FOU FOR SURGICAL FELLOWSHIPS
GM04794|CALRAM
GM05175|CYTOKINE PHARMASCIENCES
GM05176|ST JOHNS CTY ARTS CULTURAL & HERITAGE DE
GM05177|KING SAUD UNIV - AL RIYADH
GM05179|QATAR NATIONAL RESEARCH FUND
GM05180|TERAFFINITY
GM0326|NZYM INC
GM04036|NEUROANALYTICS
GM04037|NATL ASSO PEDIATRIC NURSE PRACTITIONERS
GM04476|AMERICAN ASSO OF UNIVERSITY WOMEN
GM03814|ISTA PHARMACEUTICALS
GM03815|GREER LABORATORIES
GM03816|AMER SOCIETY OF HAND THERAPISTS
GM03817|STATE OF QATAR
GM03818|GREYSTONE MEDICAL GROUP
GM04115|PROGENICS PHARMACEUTICALS
GM04116|HOWARD HEINZ ENDOWMENT
GM04117|MARINUS PHARMACEUTICALS
GM04118|MICHIGAN TECHNOLOGICAL UNIVERSITY
GM04119|SOUTHEAST MILK
GM0412|SKW TROSTBERG
GM04963|KEYSTONE SYNERGISTIC ENTERPRISES
GM04086|CLEARWATER MARINE AQUARIUM
GM04087|NATL CNCL ON DISABILITY
GM04088|FL BOTTLING COMPANY
GM0542|BIOSOURCE TECHNOLOGIES INC
GM0543|AGREVO
GM03757|ENERFUEL
GM03758|WALLACE H COULTER FOU
GM03759|RADIANCE TECHNOLOGIES
GM04056|ALLPHASE CLINICAL RESEARCH
GM08|ACADEMIC PRESS
GM080|BIOSYM TECHNOLOGIES
GM0800|MANGO HLTH BENEFITS CORP
GM0801|FOLIAR NUTRIENT INC
GM0802|PRC INTERNATIONAL
GM0803|BIOTECHNA USA INC
GM0804|CAMP DRESSER & MCKEE
GM0805|CONCEPTUAL ARTS INC
GM0806|ILEX ONCOLOGY INC
GM04874|EVONIK DEGUSSA GMBH
GM04846|MAX-PLANCK INST FOR BIOPHYSICAL CHEMISTR
GM04847|KCI
GM04848|PHOENIX ENVIRONMENTAL CARE
GM04849|ALZHEIMER'S DRUG DISCOVERY FOUNDATION
GM04850|UBATEC S.A.
GM04590|ORANGE CNTY PUBLIC SCHOOLS
GM04747|NEW YORK BOTANICAL GARDEN
GM04748|ASSO FOR FRONTOTEMPORAL DEMENTIAS
GM04608|CENTRE HOSP DE L'UNIVERSITE DE MONTREAL
GM04477|INTERNATIONAL ASSO FOR THE STUDY OF PAIN
GM04478|GLAXO SMITHKLINE - CROATIA
GM04479|JUVANTIA PHARMA
GM04480|WIOPTIX
GM04481|AMERICAN GERIATRICS SOCIETY
GM04482|EASTERN RESEARCH GROUP
GM04483|EMD SERONO
GM04484|UNIV OF ZURICH
GM04413|GENERAL ELECTRIC AVIATION
GM04394|BIRDSONG PEANUTS
GM04967|AVITA MEDICAL
GM04968|INTL OLYMPIC COMMITTEE
GM04969|BARTLETT ENGINEERING CONSULTING
GM04970|MT DESERT ISLAND BIOLOGICAL LABORATORY
GM04971|HELMSLEY CHARITABLE TRUST LEONA & HARRY
GM04777|MID-BAY BRIDGE AUTHORITY
GM04778|DAN TERRY & ASSOCIATES
GM04779|INTL TECHNOLOGY CENTER
GM04780|THE SANFILIPPO CHILDREN'S RES FOU
GM04781|OSATO RESEARCH INSTITUTE
GM04782|GREEN CIRCLE BIOENERGY INC
GM04783|GUERBET
GM04784|CONSERVATION SCIENCE INC
GM04785|BLACK & VEATCH SPECIAL PROJECTS CORP
GM05043|CRYO-CELL INCORPORATED
GM05044|INTL CTR FOR AGRIC RES IN THE DRY AREAS
GM05045|BARRX MEDICAL
GM05046|BOEHRINGER INGELHEIM INTL GMBH
GM04441|LAWRENCE LIVERMORE NATL LABORATORY
GM04442|NCR CORPORATION
GM04445|FAK INHIBITORS
GM04787|THE FAMILY CAFE
GM04788|WORLD TAEKWONDO FEDERATION
GM04790|NANOSCALE CORPORATION
GM04749|NATL ATAXIA FOUNDATION
GM0371|RESEARCH & DEVELOPMENT LABS
GM03710|CALIFORNIA TABLE GRAPE COMMISSION
GM03711|CLAY CNTY
GM03712|KEE KITAYAMA RESEARCH FOU
GM03713|MALNOVE
GM03714|PLANNING WORKS INC.
GM03715|MORRIS DEPEW ASSOCIATES INC
GM03716|RENAULT
GM04755|METHODIST HOSPITAL RESEARCH INSTITUTE
GM04756|SAFESLIDEBOARD
GM04757|WATSON PHARMACEUTICALS
GM04021|BETASTEM THERAPEUTICS
GM04022|ENVIRONMENTAL DEFENSE
GM04023|DIALYSIS SOLUTIONS
GM04024|LANTIS LASER
GM04025|SOC FOR VASCULAR SURGERY FOU
GM04026|ARNOLD-HANAFIN CORP
GM04027|SIEMENS POWER GENERATION
GM04028|UNAVCO
GM04029|OCEANIC INST OF WAIMANALO HAWAII
GM04795|KRESGE FOUNDATION
GM04796|MOSAIC ATM
GM03738|RHO CHI SOCIETY
GM05268|NVIDIA
GM04031|PRIORIA
GM04395|KOREA FOUNDATION
GM04396|GEOLOGICAL SOCIETY OF AMERICA
GM05047|SANOFI PASTEUR BIOLOGICS
GM05048|ADDX CORPORATION
GM05049|CITY OF FORT WALTON BEACH
GM04815|APPLIED PHYSICS LABORATORY
GM04816|BRAIN ANEURYSM FOU
GM04821|HEARTWARE
GM04822|JIFFY PRODUCTS OF AMERICA
GM04823|AMER PRODUCTIVITY & QUALITY CENTER
GM04824|REGADO BIOSCIENCES
GM04825|FURMAN UNIVERSITY
GM04826|OPHTHOTECH CORPORATION
GM04827|SURFPLASMA
GM04828|VIRAQUEST
GM04829|KAI SENSORS
GM04830|GLORIA DEI FOUNDATION
GM04831|AMERICAN THORACIC SOCIETY
GM03717|SASOL WAX AMERICAS INC
GM03718|INTL ASSO FOR DENTAL RESEARCH
GM03719|CALIFORNIA STATE UNIV SACRAMENTO
GM04016|NEW VARIETIES DEVELOPMENT & MANAGEMENT
GM04017|MYRIAD GENETICS
GM04018|WELCH'S FOODS
GM04444|OCEANUS
GM03726|FLAGLER CNTY
GM03727|SUWANNEE CNTY
GM04836|G4 SYNERGETICS CORPORATION
GM04837|RHIZOGEN
GM04838|FANCAP
GM03739|UNIVERSIDAD PRIVADA DEL NORTE
GM03730|ASSO FRANCAISE CONTRE LES MYOPATHIES
GM03731|HELVETAS BHUTAN
GM03732|XHALE
GM03733|US DEPT OF VET AFF MARYLAND HEALTHCARE
GM04038|GENERAL MILLS BELL INST HLTH & NUTRITION
GM04039|UNIVERSITY OF COPENHAGEN
GM0404|SENEY RESEARCH CORP
GM05186|ONCONOVA THERAPEUTICS
GM05187|FRATERNAL ORDER OF EAGLES
GM05188|SPACE COAST TRANSPORTATION PLANNING ORG
GM05189|FIBRIA CELULOSE
GM05190|FIBRIA CELULOSE SA
GM05191|MICHELIN AMERICAS RESEARCH CORPORATION
GM05192|NRADIANCE
GM04613|UNIVERSITY OF GENEVA
GM04649|HOPE FOR VISION
GM04650|REHABILITATION NURSING FOUNDATION
GM04651|H. LUNDBECK A/S
GM04652|FERRING PHARMACEUTICALS
GM04653|PRENTICE MIKE
GM04655|APPLIED SYSTEMS ENGINEERING
GM04656|DS MANAGEMENT
GM04657|ACADEMIC PEDIATRIC ASSOCIATION
GM04964|BUSA ENGINEERING CONSULTING
GM03734|ALL CHILDREN'S RESEARCH INST
GM03735|ACTELION PHARMACEUTICALS US
GM03736|MEDELA INC
GM03737|FRAMATOME ANP
GM0546|COMPLIANCE SERVICES INTL
GM0547|FRITO-LAY INC
GM03468|AMER PHARMACISTS ASSO
GM03469|THE SOC FOR BIOMOLECULAR SCREENING
GM0347|PHARMACEUTICAL RES ASSO
GM04057|BIOSURFACE ENGINEERING TECHNOLOGIES
GM04058|MCCORMICK & COMPANY
GM04059|SOUTHERN NURSING RESEARCH SOCIETY
GM0406|SERONO LABORATORIES
GM04060|ECHOSENS
GM04845|TUFTS UNIVERSITY
GM0748|INFECTIOUS DISEASES INC
GM0749|GENERAL NUTRITION CORPORATION
GM075|BERLEX LABORATORIES
GM0750|AMER CYANAMID
GM0751|MRL PHARMACEUTICALS
GM0752|PHARMADIGM
GM0753|SYNTHES USA
GM0754|CARDIAC PACEMAKERS INC
GM0584|BAKER NORTON PHARMACEUTICALS
GM03272|LEYTON PAUL E
GM03273|MILLER STEVE
GM03274|MORTIMER J
GM03275|PIOTROWSKI G
GM03291|DRAPER LONNIE
GM03292|BARD (US ISRAEL AG R&D FUND)
GM03293|NATO
GM03294|UNITED NATIONS
GM04064|KAMADA
GM056|BASF CORP
GM0560|ZENECA AGRICULTURAL PRODUCTS
GM0561|ATLANTIC PASTE & GLUE CO INC
GM0562|BC INTERNATIONAL CORP
GM0563|OPTIVA CORP
GM0564|CARGILL INC
GM0565|FLEXSYS AMERICA L P
GM0566|SYNQUEST LABORATORIES INC
GM0567|VIROPHARMA INC
GM0568|WESTERN CONSORT FOR PUB HLTH
GM0772|NOVARTIS US
GM0773|NOVARTIS US PHARMACEUTICALS
GM04614|US DEPT DEF NATL GEOSPATIAL INTEL AGENCY
GM04635|MOLECULES FOR HEALTH
GM04636|PETROALGAE
GM04637|STRATEGIC PROGRAM FOR ASTHMA RESEARCH
GM04638|UNIVERSITIES RESEARCH ASSOCIATION
GM04639|OSMOPHARM USA
GM03276|POPE THERESA
GM04640|VENTRACOR USA
GM04641|SISKIN CHILDREN'S INSTITUTE
GM04642|ALNYLAM PHARMACEUTICALS
GM03295|UNITED NATIONS EDU SCI AND CULTURE ORG
GM03296|UNITED NATIONS FOOD AND AG ORG
GM04820|ALLERGAN SALES
GM04346|FOU FOR LIFE CARE PLANNING RESEARCH
GM04348|NETWORK APPLIANCE
GM04350|AMERICAN POMOLOGICAL SOCIETY
GM04351|CONSERVATION INTERNATIONAL FOU
GM04352|SAMUEL WAXMAN CANCER RESEARCH FOU
GM04370|CAROLLO ENGINEERS PC
GM04371|COMMONWEALTH OF PUERTO RICO
GM04615|TOSHIBA AMERICA MEDICAL SYSTEMS
GM04616|AM SOC FOR METABOLIC & BARIATRIC SURGERY
GM04617|SIGNALSCAPE
GM0466|VICKSBURG CHEMICAL COMPANY
GM0467|VISTAKON
GM0468|WACKENHUT CORRECTIONS CORP
GM0469|WALGREEN COMPANY
GM03763|AMER SOC OF SAFETY ENGINEERS FOU
GM03764|CERAMIC COMPOSITES
GM03765|W.LORENZ
GM03766|AM PSYCHOLOGY-LAW SOCIETY
GM03767|VALEN LABS
GM04019|C.S. DRAPER LABORATORY
GM03728|BROOKS TROPICALS INC
GM03729|NOVARTIS INST FOR BIOMEDICAL RES
GM04030|BOSTON APPLIED TECHNOLOGIES
GM03770|ATHENAGEN INC
GM03771|ARPIDA AG
GM04659|NANOMECH
GM04660|CHINA NATL COMPLETE PLANT IMPORT & EXPOR
GM04661|RUHR-UNIVERSITAT BOCHUM
GM04662|BRANDT CONSOLIDATED
GM04663|SASKATCHEWAN PULSE GROWERS
GM04372|PUERTO RICO ST HISTORIC PRESERVATION OFC
GM04547|SPINEOLOGY
GM04548|VECENERGY BIDA
GM04568|THE SRT GROUP
GM04569|OCEAN CONSERVANCY
GM04570|DRUG & ALCOHOL TESTING INDUSTRY ASSO
GM04571|FISHERIES SOC OF THE BRITISH ISLES
GM03772|QUICKMED INC.
GM03773|BIOENERGY
GM03774|HELIOS EDUCATION FOU
GM03775|DENALI BIOTECHNOLOGIES
GM03776|ARCHER DANIELS MIDLAND COMPANY
GM03777|IOVATE HLTH SCIENCES
GM05295|NATL WATERMELON ASSOCIATION
GM05296|SUN RECYCLING
GM05297|TAMPA-HILLSBOROUGH CNTY EXPRESSWAY AUTHO
GM05298|NATL SECRETARIAT FOR SCIENCE TECH & INNO
GM05299|MALASYAN PALM OIL BOARD
GM05300|ROYAL NATL INST FOR THE DEAF
GM05301|LOBACHEVSKY STATE UNIVERSITY
GM03470|JACOBS ENGINEERING GROUP
GM03471|FL SURVEYING & MAPPING SOC
GM03472|CITRUS GROWER ASSOCIATES INC
GM04061|NEW YORK UNIVERSITY SCHOOL OF MEDICINE
GM04496|TEXAS ANALOG CENTER
GM04497|KV PHARMACEUTICALS
GM04498|LINCOLN INSTITUTE OF LAND POLICY
GM04414|ALSTOM TRUBINE TECHNOLOGY
GM04415|FL ASSO OF PLANNED PARENTHOOD AFFILIATES
GM04416|HEALTH & AGING POLICY FELLOWS
GM04417|GLOBAL SOLAR ENERGY
GM04695|KOREA INST OF SCIENCE & TECHNOLOGY
GM05080|TOURISM CARES
GM04551|MADISON CNTY
GM04552|MADISON CNTY BOARD OF CNTY COMMISSIONERS
GM04553|META PROTEOMICS
