harvested_by|sponsorid|name|funder|date_harvested|uri|remove
VIVO Pump 0.8.0|GM082|Boehringer Ingelheim Pharm Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1440548559|
VIVO Pump 0.8.0|GM0820|Myotech Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n7852750864|
VIVO Pump 0.8.0|GM0821|Deseret Cattle & Citrus|1|2015-10-15|http://vivo.ufl.edu/individual/n16942679|
VIVO Pump 0.8.0|GM03867|Cadence Pharmaceuticals|1|2015-10-15|http://vivo.ufl.edu/individual/n1764413089|
VIVO Pump 0.8.0|GM03868|Intercytex|1|2015-10-15|http://vivo.ufl.edu/individual/n648263182|
VIVO Pump 0.8.0|GM04248|Regeneron Pharmaceuticals|1|2015-10-15|http://vivo.ufl.edu/individual/n1341780278|
VIVO Pump 0.8.0|GM0658|Respiratory Research Institute|1|2015-10-15|http://vivo.ufl.edu/individual/n3720150744|
VIVO Pump 0.8.0|GM0659|Mehl/Biophile International|1|2015-10-15|http://vivo.ufl.edu/individual/n2923773231|
VIVO Pump 0.8.0|GM066|Bealls Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1216584867|
VIVO Pump 0.8.0|GM0660|Bell Helicopter Textron Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1021991749|
VIVO Pump 0.8.0|GM0661|Heritage Technologies|1|2015-10-15|http://vivo.ufl.edu/individual/n7478860481|
VIVO Pump 0.8.0|GM0662|Scandipharm Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n9741443308|
VIVO Pump 0.8.0|GM0663|Milliken Chemical Company|1|2015-10-15|http://vivo.ufl.edu/individual/n7718043132|
VIVO Pump 0.8.0|GM0664|R-Kane Products|1|2015-10-15|http://vivo.ufl.edu/individual/n7547172838|
VIVO Pump 0.8.0|GM03029|UF College of Dentistry Seed Program|1|2015-10-15||
VIVO Pump 0.8.0|GM03089|New York Medical College|1|2015-10-15|http://vivo.ufl.edu/individual/n133066|
VIVO Pump 0.8.0|GM0309|Dow Corning Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n50990|
VIVO Pump 0.8.0|GM03090|New York University|1|2015-10-15|http://vivo.ufl.edu/individual/n103809|
VIVO Pump 0.8.0|GM03091|North Carolina A&T University|1|2015-10-15|http://vivo.ufl.edu/individual/n839735497|
VIVO Pump 0.8.0|GM03092|North Carolina State University|1|2015-10-15|http://vivo.ufl.edu/individual/n98437768|
VIVO Pump 0.8.0|GM03093|N C State University Center Integrated Pest Management|1|2015-10-15|http://vivo.ufl.edu/individual/n2427254405|
VIVO Pump 0.8.0|GM03094|Northeastern University|1|2015-10-15|http://vivo.ufl.edu/individual/n78291|
VIVO Pump 0.8.0|GM03095|Northern Illinois University|1|2015-10-15|http://vivo.ufl.edu/individual/n84478|
VIVO Pump 0.8.0|GM03096|Northwestern University|1|2015-10-15|http://vivo.ufl.edu/individual/n88204|
VIVO Pump 0.8.0|GM03097|Nova Southeastern University|1|2015-10-15|http://vivo.ufl.edu/individual/n98626|
VIVO Pump 0.8.0|GM03098|Ohio State University|1|2015-10-15|http://vivo.ufl.edu/individual/n171255|
VIVO Pump 0.8.0|GM03099|Oklahoma State University|1|2015-10-15|http://vivo.ufl.edu/individual/n171923|
VIVO Pump 0.8.0|GM031|American Home Prods American Cyanamid Company|1|2015-10-15|http://vivo.ufl.edu/individual/n3766373543|
VIVO Pump 0.8.0|GM0310|Nanoptics Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1534501710|
VIVO Pump 0.8.0|GM03100|Oregon State University|1|2015-10-15|http://vivo.ufl.edu/individual/n100593|
VIVO Pump 0.8.0|GM03101|Pennsylvania State University|1|2015-10-15|http://vivo.ufl.edu/individual/n524979|
VIVO Pump 0.8.0|GM03102|Princeton University|1|2015-10-15|http://vivo.ufl.edu/individual/n46755|
VIVO Pump 0.8.0|GM04142|Nextech Materials|1|2015-10-15|http://vivo.ufl.edu/individual/n835269172|
VIVO Pump 0.8.0|GM04143|French National Institute Nucl Phy & Part Phys|1|2015-10-15|http://vivo.ufl.edu/individual/n109215484|
VIVO Pump 0.8.0|GM04144|Stoelting|1|2015-10-15|http://vivo.ufl.edu/individual/n441001644|
VIVO Pump 0.8.0|GM04145|Preeclampsia Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n1221935914|
VIVO Pump 0.8.0|GM04340|Rti Biologica|1|2015-10-15|http://vivo.ufl.edu/individual/n6992369584|
VIVO Pump 0.8.0|GM04146|Eurand|1|2015-10-15|http://vivo.ufl.edu/individual/n869455240|
VIVO Pump 0.8.0|GM04147|Society of University Surgeons|1|2015-10-15|http://vivo.ufl.edu/individual/n6482049213|
VIVO Pump 0.8.0|GM03616|Aces Q.C.|1|2015-10-15|http://vivo.ufl.edu/individual/n422636246|
VIVO Pump 0.8.0|GM03617|American Nurses Association|1|2015-10-15|http://vivo.ufl.edu/individual/n747481229|
VIVO Pump 0.8.0|GM03618|Woolpert Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n472574033|
VIVO Pump 0.8.0|GM03619|G&P Foufor Cancer Research|1|2015-10-15|http://vivo.ufl.edu/individual/n1772940844|
VIVO Pump 0.8.0|GM0362|Publix Supermarkets|1|2015-10-15|http://vivo.ufl.edu/individual/n700375945|
VIVO Pump 0.8.0|GM03620|City of Eagle Lake|1|2015-10-15|http://vivo.ufl.edu/individual/n1632921016|
VIVO Pump 0.8.0|GM03621|Town of Micanopy|1|2015-10-15|http://vivo.ufl.edu/individual/n1565887209|
VIVO Pump 0.8.0|GM03622|1000 Friends of Florida|1|2015-10-15|http://vivo.ufl.edu/individual/n407051|
VIVO Pump 0.8.0|GM03918|Ghana Ministry of Road Transport|1|2015-10-15|http://vivo.ufl.edu/individual/n111129116|
VIVO Pump 0.8.0|GM03919|Amicus Therapeutics|1|2015-10-15|http://vivo.ufl.edu/individual/n352376957|
VIVO Pump 0.8.0|GM03362|National Institute of Health - IFAS Loc|1|2015-10-15||
VIVO Pump 0.8.0|GM03363|National Institute of Health - Eies Loc|1|2015-10-15||
VIVO Pump 0.8.0|GM03364|US Dept of Ag Smith Lever|1|2015-10-15|http://vivo.ufl.edu/individual/n2130970558|
VIVO Pump 0.8.0|GM03365|US Dept of Ag Forest Service|1|2015-10-15|http://vivo.ufl.edu/individual/n2004682434|
VIVO Pump 0.8.0|GM03366|Goldman Philanthropic Partnerships|1|2015-10-15|http://vivo.ufl.edu/individual/n7800269748|
VIVO Pump 0.8.0|GM02836|Gov of Venezuela Ministry of Ag|1|2015-10-15|http://vivo.ufl.edu/individual/n5042421360|
VIVO Pump 0.8.0|GM02857|Center for International Forestry Research|1|2015-10-15|http://vivo.ufl.edu/individual/n5927917925|
VIVO Pump 0.8.0|GM02858|Halifax Hospital|1|2015-10-15|http://vivo.ufl.edu/individual/n2845020262|
VIVO Pump 0.8.0|GM02859|Inter-Am Institute for Coop on Ag|1|2015-10-15|http://vivo.ufl.edu/individual/n9360472721|
VIVO Pump 0.8.0|GM0286|Medscand USA|1|2015-10-15|http://vivo.ufl.edu/individual/n7607369426|
VIVO Pump 0.8.0|GM02860|International Atomic Energy Agency|1|2015-10-15|http://vivo.ufl.edu/individual/n53403|
VIVO Pump 0.8.0|GM02861|International Institute of Tropical Ag|1|2015-10-15|http://vivo.ufl.edu/individual/n181457566|
VIVO Pump 0.8.0|GM02862|International Potato Center|1|2015-10-15|http://vivo.ufl.edu/individual/n1614884050|
VIVO Pump 0.8.0|GM02863|International Rice Research Institute|1|2015-10-15|http://vivo.ufl.edu/individual/n819550931|
VIVO Pump 0.8.0|GM02864|Japanese Sea Turtle Association|1|2015-10-15|http://vivo.ufl.edu/individual/n203943738|
VIVO Pump 0.8.0|GM02865|Laerdal Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n1428260336|
VIVO Pump 0.8.0|GM02866|Medical Research Council of Canada|1|2015-10-15|http://vivo.ufl.edu/individual/n619056879|
VIVO Pump 0.8.0|GM02867|National Hospital-England|1|2015-10-15|http://vivo.ufl.edu/individual/n6458601820|
VIVO Pump 0.8.0|GM02868|Danish Institute of Plant & Soil Sc|1|2015-10-15|http://vivo.ufl.edu/individual/n9156883735|
VIVO Pump 0.8.0|GM02911|University of London|1|2015-10-15|http://vivo.ufl.edu/individual/n1671471105|
VIVO Pump 0.8.0|GM02912|Laval University|1|2015-10-15|http://vivo.ufl.edu/individual/n8020781615|
VIVO Pump 0.8.0|GM02814|Innogenetics Nv|1|2015-10-15|http://vivo.ufl.edu/individual/n795769476|
VIVO Pump 0.8.0|GM02815|Dohler Group|1|2015-10-15|http://vivo.ufl.edu/individual/n1593832877|
VIVO Pump 0.8.0|GM0729|Compucyte|1|2015-10-15|http://vivo.ufl.edu/individual/n6158643933|
VIVO Pump 0.8.0|GM073|Bellsouth Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n860530924|
VIVO Pump 0.8.0|GM0730|Frit Industries|1|2015-10-15|http://vivo.ufl.edu/individual/n1140688966|
VIVO Pump 0.8.0|GM0731|Targeted Pharmaceuticals Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n7501408006|
VIVO Pump 0.8.0|GM0732|Atrix Laboratories|1|2015-10-15|http://vivo.ufl.edu/individual/n5518821696|
VIVO Pump 0.8.0|GM0733|Termi-Mesh Hawaii Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n6508123840|
VIVO Pump 0.8.0|GM0734|Thomas J Murray & Association|1|2015-10-15|http://vivo.ufl.edu/individual/n777747976|
VIVO Pump 0.8.0|GM03643|Idenix Pharmaceuticals Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1638374275|
VIVO Pump 0.8.0|GM03644|Ellder Inc.|1|2015-10-15|http://vivo.ufl.edu/individual/n1918421505|
VIVO Pump 0.8.0|GM03645|Idenix Pharmaceuticals Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1638374275|
VIVO Pump 0.8.0|GM03646|Botanocap|1|2015-10-15|http://vivo.ufl.edu/individual/n1528618691|
VIVO Pump 0.8.0|GM03647|American Pain Society|1|2015-10-15|http://vivo.ufl.edu/individual/n1495697510|
VIVO Pump 0.8.0|GM0392|Schering Plough Corporation Scherring Lab|1|2015-10-15|http://vivo.ufl.edu/individual/n142468427|
VIVO Pump 0.8.0|GM03920|American Academy of Neurology|1|2015-10-15|http://vivo.ufl.edu/individual/n1378243484|
VIVO Pump 0.8.0|GM0594|Grc International Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n717893117|
VIVO Pump 0.8.0|GM0595|Pc-Age Systems Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n6581162066|
VIVO Pump 0.8.0|GM0596|Minute Maid Company|1|2015-10-15|http://vivo.ufl.edu/individual/n2030250025|
VIVO Pump 0.8.0|GM0597|Learning Company the|1|2015-10-15|http://vivo.ufl.edu/individual/n656892963|
VIVO Pump 0.8.0|GM0598|Aquatic Diagnostics Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n7742462751|
VIVO Pump 0.8.0|GM0599|Agri-Applications|1|2015-10-15|http://vivo.ufl.edu/individual/n6207434317|
VIVO Pump 0.8.0|GM06|Abc Research Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n9528622326|
VIVO Pump 0.8.0|GM060|Bausch and Lomb|1|2015-10-15|http://vivo.ufl.edu/individual/n992042799|
VIVO Pump 0.8.0|GM0600|Facilitators of Appl Clinical Trials|1|2015-10-15|http://vivo.ufl.edu/individual/n4640231156|
VIVO Pump 0.8.0|GM0601|Jones Edmunds & Association|1|2015-10-15|http://vivo.ufl.edu/individual/n1928476100|
VIVO Pump 0.8.0|GM0602|Plenum Publishing Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n7387089922|
VIVO Pump 0.8.0|GM04390|Proacta|1|2015-10-15|http://vivo.ufl.edu/individual/n2072847005|
VIVO Pump 0.8.0|GM04209|Semesco Andrew J Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n1342469774|
VIVO Pump 0.8.0|GM0421|Sri International|1|2015-10-15|http://vivo.ufl.edu/individual/n1357479150|
VIVO Pump 0.8.0|GM04210|Cardio Dx|1|2015-10-15|http://vivo.ufl.edu/individual/n825717544|
VIVO Pump 0.8.0|GM04211|W. H. York Consulting|1|2015-10-15|http://vivo.ufl.edu/individual/n1470934194|
VIVO Pump 0.8.0|GM04212|Juvaris Biotherapeutics|1|2015-10-15|http://vivo.ufl.edu/individual/n1899704259|
VIVO Pump 0.8.0|GM04213|Neuralstem Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n629662416|
VIVO Pump 0.8.0|GM03561|Alveolus Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1301332877|
VIVO Pump 0.8.0|GM03562|International Pediatric Hypertension Association|1|2015-10-15|http://vivo.ufl.edu/individual/n1439689708|
VIVO Pump 0.8.0|GM03563|City of Newberry|1|2015-10-15|http://vivo.ufl.edu/individual/n1896536941|
VIVO Pump 0.8.0|GM02816|Mediwound|1|2015-10-15|http://vivo.ufl.edu/individual/n1378916721|
VIVO Pump 0.8.0|GM02817|Agricultural University of Norway|1|2015-10-15|http://vivo.ufl.edu/individual/n2260589224|
VIVO Pump 0.8.0|GM02818|Fruticola La Carolina|1|2015-10-15|http://vivo.ufl.edu/individual/n5452984763|
VIVO Pump 0.8.0|GM02819|Mitsubishi Pharma|1|2015-10-15|http://vivo.ufl.edu/individual/n6240762421|
VIVO Pump 0.8.0|GM0282|Marine Biological Laboratory|1|2015-10-15|http://vivo.ufl.edu/individual/n9583159157|
VIVO Pump 0.8.0|GM02820|Keygene N.V.|1|2015-10-15|http://vivo.ufl.edu/individual/n6717655339|
VIVO Pump 0.8.0|GM02821|Pharmacia Canada|1|2015-10-15|http://vivo.ufl.edu/individual/n791928942|
VIVO Pump 0.8.0|GM02822|Cambridge Antibody Technology|1|2015-10-15|http://vivo.ufl.edu/individual/n786493384|
VIVO Pump 0.8.0|GM02823|Poulsen Roser Aps|1|2015-10-15|http://vivo.ufl.edu/individual/n1850970400|
VIVO Pump 0.8.0|GM02824|L'Oreal|1|2015-10-15|http://vivo.ufl.edu/individual/n1102337287|
VIVO Pump 0.8.0|GM02825|Heraeus Kulzer Gmbh & Co. Kg|1|2015-10-15|http://vivo.ufl.edu/individual/n794272649|
VIVO Pump 0.8.0|GM02826|National Institute for Earth Sci and Disa|1|2015-10-15|http://vivo.ufl.edu/individual/n1101944424|
VIVO Pump 0.8.0|GM02827|Rolls Royce Plc|1|2015-10-15|http://vivo.ufl.edu/individual/n1280785685|
VIVO Pump 0.8.0|GM02828|Canon Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1196516137|
VIVO Pump 0.8.0|GM02829|Ggg-International Gmbh|1|2015-10-15|http://vivo.ufl.edu/individual/n5260138746|
VIVO Pump 0.8.0|GM0283|Martin Marietta Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n8428620548|
VIVO Pump 0.8.0|GM02830|Togni Materiais Refratarios|1|2015-10-15|http://vivo.ufl.edu/individual/n2525557507|
VIVO Pump 0.8.0|GM02831|Pharma-Forschung|1|2015-10-15|http://vivo.ufl.edu/individual/n814240096|
VIVO Pump 0.8.0|GM03648|Smith College|1|2015-10-15|http://vivo.ufl.edu/individual/n46913|
VIVO Pump 0.8.0|GM04171|Oxford Health Alliance|1|2015-10-15|http://vivo.ufl.edu/individual/n8817688909|
VIVO Pump 0.8.0|GM04172|Fariseu Investimentos Servicos Limitada|1|2015-10-15|http://vivo.ufl.edu/individual/n1448524018|
VIVO Pump 0.8.0|GM0434|Syntex-Synergen Joint Venture|1|2015-10-15|http://vivo.ufl.edu/individual/n154005026|
VIVO Pump 0.8.0|GM0435|Syva Company|1|2015-10-15|http://vivo.ufl.edu/individual/n6102492558|
VIVO Pump 0.8.0|GM0436|Tap Pharmaceuticals Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n358159970|
VIVO Pump 0.8.0|GM0437|Tetra Technician Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n8012494717|
VIVO Pump 0.8.0|GM0438|Texaco Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n5296187693|
VIVO Pump 0.8.0|GM0439|Texaco Inc Port Arthur Research Labs|1|2015-10-15|http://vivo.ufl.edu/individual/n5093530272|
VIVO Pump 0.8.0|GM03123|University of Med and Dentistry of New Jersey|1|2015-10-15|http://vivo.ufl.edu/individual/n1109092406|
VIVO Pump 0.8.0|GM03124|Robert Wood Johnson Medical School|1|2015-10-15|http://vivo.ufl.edu/individual/n6296999807|
VIVO Pump 0.8.0|GM03125|University of Alabama|1|2015-10-15|http://vivo.ufl.edu/individual/n115734|
VIVO Pump 0.8.0|GM03126|University of Alabama Birmingham|1|2015-10-15|http://vivo.ufl.edu/individual/n23523|
VIVO Pump 0.8.0|GM03127|University of Arizona|1|2015-10-15|http://vivo.ufl.edu/individual/n130316|
VIVO Pump 0.8.0|GM03128|University of Arkansas|1|2015-10-15|http://vivo.ufl.edu/individual/n120993|
VIVO Pump 0.8.0|GM03149|University of Georgia Sare/Ace|1|2015-10-15|http://vivo.ufl.edu/individual/n597385921|
VIVO Pump 0.8.0|GM0315|Nestle Enterprises Nestec|1|2015-10-15|http://vivo.ufl.edu/individual/n8592207592|
VIVO Pump 0.8.0|GM03150|University of Hawaii|1|2015-10-15|http://vivo.ufl.edu/individual/n31885|
VIVO Pump 0.8.0|GM03151|University of Hawaii Research Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n617013278|
VIVO Pump 0.8.0|GM03152|University of Hawaii Manoa|1|2015-10-15|http://vivo.ufl.edu/individual/n40942|
VIVO Pump 0.8.0|GM03153|University of Houston|1|2015-10-15|http://vivo.ufl.edu/individual/n43461|
VIVO Pump 0.8.0|GM03154|University of Idaho|1|2015-10-15|http://vivo.ufl.edu/individual/n32785|
VIVO Pump 0.8.0|GM03155|University of Illinois|1|2015-10-15|http://vivo.ufl.edu/individual/n20007|
VIVO Pump 0.8.0|GM04151|Ncfi Polyurethanes|1|2015-10-15|http://vivo.ufl.edu/individual/n1565584270|
VIVO Pump 0.8.0|GM04152|School Board of Union Cnty|1|2015-10-15|http://vivo.ufl.edu/individual/n1525493244|
VIVO Pump 0.8.0|GM04153|Chameleon Adaptiveware|1|2015-10-15|http://vivo.ufl.edu/individual/n1352188307|
VIVO Pump 0.8.0|GM04154|Mammacare|1|2015-10-15|http://vivo.ufl.edu/individual/n1362017239|
VIVO Pump 0.8.0|GM0569|Williams & Troutwine P a|1|2015-10-15|http://vivo.ufl.edu/individual/n4057438559|
VIVO Pump 0.8.0|GM057|Battelle|1|2015-10-15|http://vivo.ufl.edu/individual/n1599824396|
VIVO Pump 0.8.0|GM0570|Agriphi Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n4912017603|
VIVO Pump 0.8.0|GM0571|Ensco Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n5235414587|
VIVO Pump 0.8.0|GM0572|Behring Diagnostics|1|2015-10-15|http://vivo.ufl.edu/individual/n4538755734|
VIVO Pump 0.8.0|GM02977|Florida Fish and Wildlife Research Lab|1|2015-10-15|http://vivo.ufl.edu/individual/n27805861|
VIVO Pump 0.8.0|GM02978|Florida Fish and Wildlife Com Marine Research Ins|1|2015-10-15|http://vivo.ufl.edu/individual/n27805861|
VIVO Pump 0.8.0|GM02979|Florida Public Service Commission|1|2015-10-15|http://vivo.ufl.edu/individual/n3016816908|
VIVO Pump 0.8.0|GM0298|Microelec Center of North Carolina|1|2015-10-15|http://vivo.ufl.edu/individual/n3099951237|
VIVO Pump 0.8.0|GM02980|Florida Dept of Elder Affairs|1|2015-10-15|http://vivo.ufl.edu/individual/n319659055|
VIVO Pump 0.8.0|GM02981|Florida Dept of Insurance|1|2015-10-15|http://vivo.ufl.edu/individual/n874514778|
VIVO Pump 0.8.0|GM02982|Florida Exec Office of the Governor|1|2015-10-15|http://vivo.ufl.edu/individual/n1902056309|
VIVO Pump 0.8.0|GM02983|Florida Exec Office Gov Emerging Technician Com|1|2015-10-15|http://vivo.ufl.edu/individual/n5989830683|
VIVO Pump 0.8.0|GM02984|Florida Exec Office Governor Tourism|1|2015-10-15|http://vivo.ufl.edu/individual/n914597774|
VIVO Pump 0.8.0|GM02985|Agcy for Health Care Admn|1|2015-10-15|http://vivo.ufl.edu/individual/n1321928901|
VIVO Pump 0.8.0|GM02986|Agcy Health Care Admn Ofc Health Policy|1|2015-10-15|http://vivo.ufl.edu/individual/n3554828489|
VIVO Pump 0.8.0|GM02987|Florida Dept of Labor and Employment Security|1|2015-10-15|http://vivo.ufl.edu/individual/n4523503363|
VIVO Pump 0.8.0|GM02988|Florida Dept of Labor and Emp Div of Job Bene|1|2015-10-15|http://vivo.ufl.edu/individual/n1800512539|
VIVO Pump 0.8.0|GM02989|Dept of Natural Resources|1|2015-10-15|http://vivo.ufl.edu/individual/n9682688912|
VIVO Pump 0.8.0|GM0299|Miles Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n8797813151|
VIVO Pump 0.8.0|GM02990|Florida Dept of Legal Affairs|1|2015-10-15|http://vivo.ufl.edu/individual/n25524|
VIVO Pump 0.8.0|GM02991|Florida Dept of Legal Affairs Off of Atty General|1|2015-10-15|http://vivo.ufl.edu/individual/n25524|
VIVO Pump 0.8.0|GM04306|Alseres Pharmaceuticals|1|2015-10-15|http://vivo.ufl.edu/individual/n650609076|
VIVO Pump 0.8.0|GM04307|Universite De La Reunion|1|2015-10-15|http://vivo.ufl.edu/individual/n450727093|
VIVO Pump 0.8.0|GM04308|Hennessy Research|1|2015-10-15|http://vivo.ufl.edu/individual/n645531059|
VIVO Pump 0.8.0|GM04309|Spirus Medical|1|2015-10-15|http://vivo.ufl.edu/individual/n158628798|
VIVO Pump 0.8.0|GM0431|Sybron Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n9537297673|
VIVO Pump 0.8.0|GM04347|Wipower|1|2015-10-15|http://vivo.ufl.edu/individual/n696504276|
VIVO Pump 0.8.0|GM04310|Sanuwave|1|2015-10-15|http://vivo.ufl.edu/individual/n3373145475|
VIVO Pump 0.8.0|GM04311|Pierce Atwood|1|2015-10-15|http://vivo.ufl.edu/individual/n1530653717|
VIVO Pump 0.8.0|GM04312|Florida Dept of Health Bankhead-Coley Cancer Re|1|2015-10-15|http://vivo.ufl.edu/individual/n482524105|
VIVO Pump 0.8.0|GM03351|Convatec|1|2015-10-15|http://vivo.ufl.edu/individual/n1230403800|
VIVO Pump 0.8.0|GM03352|US Trade and Development Agcy|1|2015-10-15|http://vivo.ufl.edu/individual/n3000402213|
VIVO Pump 0.8.0|GM03353|Salix Pharmaceuticals|1|2015-10-15|http://vivo.ufl.edu/individual/n2044972597|
VIVO Pump 0.8.0|GM03156|University of Iowa|1|2015-10-15|http://vivo.ufl.edu/individual/n103652|
VIVO Pump 0.8.0|GM03157|University of Kansas|1|2015-10-15|http://vivo.ufl.edu/individual/n41109|
VIVO Pump 0.8.0|GM03158|University of Kansas Medical Center|1|2015-10-15|http://vivo.ufl.edu/individual/n76990|
VIVO Pump 0.8.0|GM03159|University of Kentucky|1|2015-10-15|http://vivo.ufl.edu/individual/n56711|
VIVO Pump 0.8.0|GM0316|Neurodimension|1|2015-10-15|http://vivo.ufl.edu/individual/n1495581805|
VIVO Pump 0.8.0|GM03971|Florida Breast Cancer Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n1668240826|
VIVO Pump 0.8.0|GM03972|Rupps Seed|1|2015-10-15|http://vivo.ufl.edu/individual/n772755166|
VIVO Pump 0.8.0|GM03973|International Association Aquat Marin Sci Libr Information Cntr|1|2015-10-15|http://vivo.ufl.edu/individual/n700712411|
VIVO Pump 0.8.0|GM0353|Philip Morris Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1815668439|
VIVO Pump 0.8.0|GM03530|Oak Hammock at the University of Florida|1|2015-10-15|http://vivo.ufl.edu/individual/n47932|
VIVO Pump 0.8.0|GM03531|National Dairy Council|1|2015-10-15|http://vivo.ufl.edu/individual/n6091680181|
VIVO Pump 0.8.0|GM03532|Universal Engineering Sciences Inc.|1|2015-10-15|http://vivo.ufl.edu/individual/n1977825676|
VIVO Pump 0.8.0|GM03533|Corautus Genetics Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n626504970|
VIVO Pump 0.8.0|GM03534|Bioprodex Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n1882839567|
VIVO Pump 0.8.0|GM0897|Epix Pharmaceuticals|1|2015-10-15|http://vivo.ufl.edu/individual/n1167442520|
VIVO Pump 0.8.0|GM0898|Gemini Health Technologies|1|2015-10-15|http://vivo.ufl.edu/individual/n7804718694|
VIVO Pump 0.8.0|GM0899|Ferco Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n2737455172|
VIVO Pump 0.8.0|GM0573|Somerset Pharmaceuticals|1|2015-10-15|http://vivo.ufl.edu/individual/n2819229434|
VIVO Pump 0.8.0|GM0574|Insect Biotechnology|1|2015-10-15|http://vivo.ufl.edu/individual/n1257694779|
VIVO Pump 0.8.0|GM0575|Philips Medical Systems|1|2015-10-15|http://vivo.ufl.edu/individual/n955520906|
VIVO Pump 0.8.0|GM0576|Armasi Inc|1|2015-10-15|http://vivo.ufl.edu/individual/n5500742261|
VIVO Pump 0.8.0|GM0577|Gold Standard Multimedia|1|2015-10-15|http://vivo.ufl.edu/individual/n9429784461|
VIVO Pump 0.8.0|GM0578|Heska Corporation|1|2015-10-15|http://vivo.ufl.edu/individual/n7054499413|
VIVO Pump 0.8.0|GM03626|French American Cultural Exchange|1|2015-10-15|http://vivo.ufl.edu/individual/n827479474|
VIVO Pump 0.8.0|GM03627|Isotechnika|1|2015-10-15|http://vivo.ufl.edu/individual/n789302534|
VIVO Pump 0.8.0|GM03628|Gallaudet University|1|2015-10-15|http://vivo.ufl.edu/individual/n25814|
VIVO Pump 0.8.0|GM03629|The Glaucoma Foundation|1|2015-10-15|http://vivo.ufl.edu/individual/n1358900356|
VIVO Pump 0.8.0|GM0363|Pursell Industries|1|2015-10-15|http://vivo.ufl.edu/individual/n1596662806|
VIVO Pump 0.8.0|GM02992|Florida Dept of Management Services|1|2015-10-15|http://vivo.ufl.edu/individual/n725984643|
VIVO Pump 0.8.0|GM02993|Florida Dept of Military Affairs|1|2015-10-15|http://vivo.ufl.edu/individual/n2958412538|
VIVO Pump 0.8.0|GM02913|Mcmaster University|1|2015-10-15|http://vivo.ufl.edu/individual/n1651704515|
VIVO Pump 0.8.0|GM02914|University of Calgary|1|2015-10-15|http://vivo.ufl.edu/individual/n1387241657|
VIVO Pump 0.8.0|GM02915|Showa University of Japan|1|2015-10-15|http://vivo.ufl.edu/individual/n1052179064|
VIVO Pump 0.8.0|GM02916|University of East Anglia|1|2015-10-15|http://vivo.ufl.edu/individual/n3497417460|
VIVO Pump 0.8.0|GM02917|Insead|1|2015-10-15|http://vivo.ufl.edu/individual/n6052750723|
VIVO Pump 0.8.0|GM02918|American School of Classical Studies|1|2015-10-15|http://vivo.ufl.edu/individual/n55307326|
VIVO Pump 0.8.0|GM02919|University of Chile|1|2015-10-15|http://vivo.ufl.edu/individual/n8454136855|
VIVO Pump 0.8.0|GM0292|Merck and Company Inc Research Lab|1|2015-10-15|http://vivo.ufl.edu/individual/n392270151|
VIVO Pump 0.8.0|GM02920|Bauman Moscow State Technician University|1|2015-10-15|http://vivo.ufl.edu/individual/n437822550|
VIVO Pump 0.8.0|GM02921|Keele University|1|2015-10-15|http://vivo.ufl.edu/individual/n839065341|
VIVO Pump 0.8.0|GM02922|University of Asmara|1|2015-10-15|http://vivo.ufl.edu/individual/n4423013906|
VIVO Pump 0.8.0|GM02923|Dalhousie University|1|2015-10-15|http://vivo.ufl.edu/individual/n158644507|
