DEPTID|END_DATE|UFID|SAL_ADMIN_PLAN|JOBCODE|HR_POSITION|uri|remove|current|JOBCODE_DESCRIPTION|START_DATE
16120100|NULL|93956211|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
67010000|NULL|70309645|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-08-05
60230000|NULL|26724060|FA12|518|1|||yes|PROF|1994-09-01
13100300|NULL|49971995|CTSY|734|1|||yes|CO PROF|2012-07-02
29200000|NULL|59530181|FACM|791|1|||yes|CLIN AST PROF|2013-07-02
15030000|NULL|93456480|FA09|518|1|||yes|PROF|1990-02-01
16860000|NULL|44566000|FA09|518|1|||yes|PROF|1993-08-13
16280000|NULL|25004340|FA09|518|1|||yes|PROF|1998-08-07
60950000|NULL|42722950|TA12|1436|1|||yes|RESEARCH PROGS/SVCS, CRD 2|2006-06-13
60780000|NULL|85694390|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
68040000|NULL|59272720|TU2N|1025|1|||yes|MAINTENANCE SUPPORT WORKER|1999-08-13
07390400|NULL|01871337|TU2N|798|1|||yes|CLERK, SR|2006-03-27
67010000|NULL|24436938|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-01-28
16060100|NULL|30132242|GA09|540|1|||yes|GRADUATE AST-R|2013-08-16
16030100|NULL|42420850|FA09|518|1|||yes|PROF|1982-08-06
32060300|NULL|62033430|CTSY|144|1|||yes|AFFL CLIN AST PROF|2005-11-22
19140000|NULL|55138611|GA09|540|1|||yes|GRADUATE AST-R|2010-08-16
16400100|NULL|16299830|FA09|518|1|||yes|PROF|2004-08-16
16280000|NULL|94034250|FA09|518|1|||yes|PROF|1982-12-24
24010300|NULL|95677310|FA09|518|1|||yes|PROF|1990-07-01
16380100|NULL|91214649|GA09|540|1|||yes|GRADUATE AST-R|2013-08-16
32060300|NULL|06250275|CTSY|144|1|||yes|AFFL CLIN AST PROF|2005-08-08
60355013|NULL|74586946|FA12|241|1|||yes|PRG EXT AGENT III|2008-10-01
24010300|NULL|66636978|FA09|518|1|||yes|PROF|2008-08-16
23060100|NULL|93806859|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2014-05-09
16280100|NULL|31016450|GA09|540|1|||yes|GRADUATE AST-R|2010-08-16
16120000|NULL|22043400|CTSY|734|1|||yes|CO PROF|2004-07-01
16040000|NULL|24949589|GA09|540|1|||yes|GRADUATE AST-R|2012-08-16
16580000|NULL|72569060|FA09|534|1|||yes|MSTR LECTURER|1992-08-07
60170000|NULL|58716840|CTSY|134|1|||yes|AFFL ASO PROF|2004-06-18
60470000|NULL|43895810|FA12|518|1|||yes|PROF|2000-07-01
24050100|NULL|53859072|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2012-08-27
29051900|NULL|16039476|FACM|791|1|||yes|CLIN AST PROF|2014-07-01
13010100|NULL|53049679|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2013-06-04
16800000|NULL|24038010|FA09|318|1|||yes|PRG DIR & PROF|2001-08-10
16320000|NULL|43758160|FA09|518|1|||yes|PROF|1991-03-11
16340000|NULL|19267320|FA09|518|1|||yes|PROF|1989-08-11
14340300|NULL|49333630|TA12|1742|1|||yes|NETWORK ENGINEER 3|1996-12-08
19070000|NULL|02553750|FA09|534|1|||yes|MSTR LECTURER|1988-01-05
24010300|NULL|47539123|FA09|518|1|||yes|PROF|2013-08-16
29051300|NULL|20666341|FA12|203|1|||yes|RES AST PROF|2013-01-07
60170000|NULL|94848660|CTSY|134|1|||yes|AFFL ASO PROF|2004-06-18
14340300|NULL|65869566|TA12|1742|1|||yes|NETWORK ENGINEER 3|2013-05-28
60170000|NULL|88594490|CTSY|134|1|||yes|AFFL ASO PROF|2004-06-18
60060000|NULL|18907943|CTSY|734|1|||yes|CO PROF|2005-04-01
29350000|NULL|29826326|FACM|791|1|||yes|CLIN AST PROF|2014-08-18
29290100|NULL|42314063|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-03-26
28319000|NULL|94267971|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2009-04-14
19140000|NULL|00634121|GA09|540|1|||yes|GRADUATE AST-R|2014-08-16
29160602|NULL|86763470|FACM|318|1|||yes|PRG DIR & PROF|1991-11-18
16120100|NULL|48443110|CTSY|738|1|||yes|CO ASO PROF|2011-12-23
03020000|NULL|76501460|TU2N|798|1|||yes|CLERK, SR|2013-08-16
68070000|NULL|39842505|TU2N|798|1|||yes|CLERK, SR|2014-01-17
30050000|NULL|37133881|FACM|518|1|||yes|PROF|2004-06-18
17030100|NULL|31319451|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-03-29
63520500|NULL|13114148|TU2N|1022|1|||yes|HEAVY EQUIPMENT OPR|2003-04-18
06040000|NULL|05316315|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2012-09-21
60770000|NULL|21712100|FA12|518|1|||yes|PROF|1995-07-14
06040000|NULL|99827636|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2008-09-26
29050600|NULL|79233470|FACM|791|1|||yes|CLIN AST PROF|2008-07-21
32060300|NULL|16795480|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-02-24
06010001|NULL|31497951|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-09-01
19030000|NULL|31004323|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
16120000|NULL|03209970|CTSY|126|1|||yes|AFFL GRADUATE RES PROF|1979-01-01
33010000|NULL|16985921|FA12|1529|1|||yes|ASO VICE PRESIDENT & CLIN PROF|2013-07-31
63400200|NULL|47527550|TU2N|1064|1|||yes|CUSTODIAL WORKER|1984-04-06
60080000|NULL|44173501|CTSY|738|1|||yes|CO ASO PROF|1985-07-01
17080100|NULL|91638842|GA12|540|1|||yes|GRADUATE AST-R|2008-05-15
29150000|NULL|18738590|FACM|791|1|||yes|CLIN AST PROF|2012-12-21
63520500|NULL|36385930|US2N|1022|1|||yes|HEAVY EQUIPMENT OPR|1986-12-12
28100000|NULL|29693506|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
33060000|NULL|13580181|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2010-10-29
29060000|NULL|13180183|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
67010000|NULL|61730118|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2008-07-11
55020200|NULL|83476714|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-08-22
29140000|NULL|11161171|CTSY|144|1|||yes|AFFL CLIN AST PROF|2014-05-01
29040200|NULL|29116420|TA12|1449|1|||yes|PHYSICIAN AST 4|2008-07-02
03020000|NULL|57183781|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2010-08-06
29050600|NULL|33382683|FACM|318|1|||yes|PRG DIR & PROF|2009-07-20
16900000|NULL|28809130|CTSY|87|1|||yes|JNT SCTST|2004-06-18
18010000|NULL|73523365|TA12|1323|1|||yes|ACADEMIC PROGRAMS, CRD 2|2011-05-23
32060300|NULL|93854616|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-11-29
29040100|NULL|11995521|FACM|791|1|||yes|CLIN AST PROF|2014-08-25
32060300|NULL|92781893|CTSY|144|1|||yes|AFFL CLIN AST PROF|2010-04-21
67010000|NULL|46553181|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-01
05370000|NULL|69959216|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-06-24
60150000|NULL|82918615|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
29180300|NULL|42664080|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|1979-02-16
29040100|NULL|16891626|FACM|772|1|||yes|AST PRG DIR & CLIN AST PROF|2012-12-21
29170000|NULL|75335115|FACM|791|1|||yes|CLIN AST PROF|2012-08-13
19030000|NULL|10895421|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
29290100|NULL|42682933|FACM|772|1|||yes|AST PRG DIR & CLIN AST PROF|2012-06-22
67010000|NULL|71386074|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-08-10
34060100|NULL|75718400|CTSY|144|1|||yes|AFFL CLIN AST PROF|2000-01-01
60170000|NULL|95389899|CTSY|134|1|||yes|AFFL ASO PROF|2005-01-01
29050400|NULL|09667470|FACM|791|1|||yes|CLIN AST PROF|2009-01-05
19090100|NULL|53435358|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-05-13
67010000|NULL|94118913|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-01-25
33050000|NULL|99430220|FA12|355|1|||yes|AST CHAIR & ASO PROF|2002-08-19
29120000|NULL|78242730|TA12|1421|1|||yes|MEDICAL/HLTH ADMIN, DIR 5|1991-09-05
32060300|NULL|43619760|CTSY|144|1|||yes|AFFL CLIN AST PROF|2009-01-16
32060300|NULL|39210020|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-01-13
32060300|NULL|11353053|CTSY|144|1|||yes|AFFL CLIN AST PROF|2007-03-28
19020000|NULL|29714058|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
48011000|NULL|86660859|TU2E|894|1|||yes|INFORMATION SPECIALIST, SR|2013-01-04
60460000|NULL|71130139|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
19060100|NULL|28922151|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
55070100|NULL|79335042|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-03-27
15030000|NULL|47304210|FA09|518|1|||yes|PROF|1996-08-09
60190000|NULL|50853601|CTSY|734|1|||yes|CO PROF|2004-06-18
57140100|NULL|29389349|GA09|540|1|||yes|GRADUATE AST-R|2013-08-16
63400200|NULL|86983840|TU2N|1064|1|||yes|CUSTODIAL WORKER|2003-01-21
60230000|NULL|38914570|CTSY|738|1|||yes|CO ASO PROF|1993-12-03
16200000|NULL|60959450|FA09|518|1|||yes|PROF|1988-08-12
18050000|NULL|13851110|GA12|540|1|||yes|GRADUATE AST-R|2014-08-16
17020100|NULL|36598454|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2013-07-17
30010100|NULL|13343823|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2013-06-07
03030000|NULL|15376948|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-27
07390100|NULL|33753141|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-08-15
18080000|NULL|89099998|GA12|540|1|||yes|GRADUATE AST-R|2013-11-18
29170000|NULL|26107600|FACM|518|1|||yes|PROF|1978-07-01
11210000|NULL|19611080|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-09-24
29310300|NULL|59366500|TA12|1436|1|||yes|RESEARCH PROGS/SVCS, CRD 2|2013-11-01
32060300|NULL|70921313|CTSY|144|1|||yes|AFFL CLIN AST PROF|2007-10-23
30050000|NULL|45319046|FACM|785|1|||yes|DIR & CLIN AST PROF|2010-07-01
17220200|NULL|38111155|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-08-16
19050000|NULL|63479511|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
03020000|NULL|91827830|TU2N|798|1|||yes|CLERK, SR|2013-10-11
07090000|NULL|11949025|TU2N|1064|1|||yes|CUSTODIAL WORKER|2012-05-21
32060300|NULL|32760690|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-04-06
18180300|NULL|30111795|FA10|438|1|||yes|AST PROF/PKY|2005-08-09
28090000|NULL|06095810|FA12|518|1|||yes|PROF|1983-08-15
33160000|NULL|43713236|CTSY|738|1|||yes|CO ASO PROF|2012-08-01
67010000|NULL|44319615|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-01
34060100|NULL|53552390|CTSY|144|1|||yes|AFFL CLIN AST PROF|2000-01-01
56020000|NULL|00030914|GA09|540|1|||yes|GRADUATE AST-R|2013-08-16
23060100|NULL|61911983|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-12-06
60470000|NULL|61388946|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-26
29190000|NULL|54992132|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
63620200|NULL|79814092|TU2N|1048|1|||yes|REFRIGERATION MECHANIC|2005-11-18
28050000|NULL|89591317|CTSY|734|1|||yes|CO PROF|2011-02-24
60354041|NULL|12293410|FA12|430|1|||yes|EXT AGENT IV|1998-10-02
29130000|NULL|30264910|FACM|791|1|||yes|CLIN AST PROF|1988-07-01
05190000|NULL|35878581|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-05-18
29190000|NULL|11212465|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
71010000|NULL|53186323|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2011-09-06
60470000|NULL|11883360|GA12|540|1|||yes|GRADUATE AST-R|2012-01-01
27010400|NULL|55482750|US2N|801|1|||yes|WORD PROCESSING OPR|1984-04-23
17200300|NULL|47529830|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2008-01-04
19020000|NULL|83709180|CTSY|134|1|||yes|AFFL ASO PROF|2009-01-01
60150000|NULL|54971961|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-09-06
29680100|NULL|07304929|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2011-04-29
47150000|NULL|63198062|ISCR|1505|1|||yes|NRA ROYALTY RECIPIENT|2011-03-18
32060300|NULL|93992240|CTSY|144|1|||yes|AFFL CLIN AST PROF|2005-11-21
04050000|NULL|91910839|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-01-27
31040100|NULL|50489864|CTSY|734|1|||yes|CO PROF|2014-05-27
11600100|NULL|35313320|TA12|1402|1|||yes|INFO/PUBLICATIONS SVCS, CRD 2|2013-10-25
47150000|NULL|37486068|ISCR|1505|1|||yes|NRA ROYALTY RECIPIENT|2014-08-01
60230000|NULL|14201881|CTSY|738|1|||yes|CO ASO PROF|2000-01-01
68070000|NULL|68114449|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2003-08-04
73010000|NULL|83136550|TA12|1230|1|||yes|SAFETY & SECURITY, ASO DIR 5|1992-09-18
60233000|NULL|31332119|GA12|540|1|||yes|GRADUATE AST-R|2014-08-16
05180000|NULL|56136121|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2011-01-25
29160700|NULL|44095550|FACM|791|1|||yes|CLIN AST PROF|1989-07-07
19340000|NULL|63091266|CTSY|134|1|||yes|AFFL ASO PROF|2011-10-31
67010000|NULL|23495503|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-09-12
33050000|NULL|81391955|CTSY|734|1|||yes|CO PROF|2012-11-01
32060300|NULL|18096921|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-05-23
16660000|NULL|35956383|CTSY|134|1|||yes|AFFL ASO PROF|2009-06-01
60140000|NULL|45837541|CTSY|734|1|||yes|CO PROF|1966-01-01
03030000|NULL|38070650|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|1971-09-07
67010000|NULL|93924416|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-10-29
29091200|NULL|72920310|FACM|791|1|||yes|CLIN AST PROF|2004-10-01
06040000|NULL|41161371|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2013-11-01
19090000|NULL|33180360|FA09|518|1|||yes|PROF|1997-08-08
60070000|NULL|72771069|FA12|518|1|||yes|PROF|2010-12-15
62060100|NULL|96017090|TU2E|837|1|||yes|ACCOUNTANT, SR|2001-09-28
18250000|NULL|46851121|GA09|540|1|||yes|GRADUATE AST-R|2011-08-16
67010000|NULL|28882060|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-04-16
16360100|NULL|37999739|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
29680100|NULL|16777990|TA12|1436|1|||yes|RESEARCH PROGS/SVCS, CRD 2|1990-04-16
19070000|NULL|14036955|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2014-08-29
30160000|NULL|07014841|FACM|791|1|||yes|CLIN AST PROF|2004-06-18
29091700|NULL|85731330|TA12|1336|1|||yes|CLINICAL PROGRAMS, CRD 4|1997-07-11
33070000|NULL|59253395|GA12|540|1|||yes|GRADUATE AST-R|2013-12-13
16960100|NULL|86848938|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-23
16800000|NULL|12012550|CTSY|134|1|||yes|AFFL ASO PROF|2013-01-01
29080100|NULL|10814708|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2014-01-06
52010000|NULL|90801090|OF12|791|1|||yes|CLIN AST PROF|2004-11-19
67010000|NULL|95633983|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-09-12
17220400|NULL|53738493|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-08-22
29020100|NULL|51041473|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
17080100|NULL|84137183|GA12|540|1|||yes|GRADUATE AST-R|2010-08-16
60170000|NULL|36034810|CTSY|134|1|||yes|AFFL ASO PROF|2004-06-18
19020000|NULL|45852908|GA12|540|1|||yes|GRADUATE AST-R|2013-08-20
60260000|NULL|91339931|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
29070100|NULL|46282590|FACM|456|1|||yes|ASO DEAN & PROF|2004-06-18
29051900|NULL|18698981|FACM|791|1|||yes|CLIN AST PROF|2014-07-01
16400100|NULL|98497878|CTSY|134|1|||yes|AFFL ASO PROF|2013-02-15
32060300|NULL|69214400|CTSY|144|1|||yes|AFFL CLIN AST PROF|2010-06-28
19050000|NULL|37161801|GA12|540|1|||yes|GRADUATE AST-R|2008-01-01
67010000|NULL|19110126|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2008-08-16
29160700|NULL|34886930|FACM|791|1|||yes|CLIN AST PROF|2012-12-21
07390100|NULL|23312650|TU2N|1064|1|||yes|CUSTODIAL WORKER|1999-11-09
17030100|NULL|91839443|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-09-27
47150000|NULL|00203620|ISCR|1505|1|||yes|NRA ROYALTY RECIPIENT|2011-03-18
19070000|NULL|11905330|GA12|540|1|||yes|GRADUATE AST-R|2014-08-16
03020000|NULL|63035170|TA12|1607|1|||yes|ASO DIR ADMISSIONS|2002-08-19
60354000|NULL|08008180|FA12|430|1|||yes|EXT AGENT IV|1985-05-31
62060200|NULL|21891891|TU2N|1601|1|||yes|CHILD DEVELOPMENT TEAM TEACHER|2010-09-13
48032000|NULL|44869940|TA12|1783|1|||yes|LIBRARY DEV & SVCS, CRD 4|1999-08-23
29190000|NULL|20398214|FACM|791|1|||yes|CLIN AST PROF|2013-09-01
60352054|NULL|54137340|FA12|437|1|||yes|EXT AGENT II|2005-05-09
29200000|NULL|80762196|FACM|791|1|||yes|CLIN AST PROF|2004-04-19
16240100|NULL|95337459|GA09|540|1|||yes|GRADUATE AST-R|2013-08-16
16480000|NULL|62662920|FA09|533|1|||yes|SR LECTURER|1994-08-12
18100000|NULL|71187121|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2011-09-26
60754300|NULL|20930469|GA12|540|1|||yes|GRADUATE AST-R|2011-08-01
30040000|NULL|19501177|FACM|791|1|||yes|CLIN AST PROF|2014-03-03
19140000|NULL|74590380|CTSY|134|1|||yes|AFFL ASO PROF|2004-06-18
29060000|NULL|65879970|GA12|540|1|||yes|GRADUATE AST-R|2007-06-29
29051400|NULL|76254480|CTSY|738|1|||yes|CO ASO PROF|2007-05-10
06040000|NULL|94400596|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2012-06-01
14340300|NULL|82911151|TA12|1742|1|||yes|NETWORK ENGINEER 3|2007-03-23
34130000|NULL|18747960|CTSY|734|1|||yes|CO PROF|2012-11-01
30090000|NULL|50075128|FACM|791|1|||yes|CLIN AST PROF|2012-08-01
29290100|NULL|64099991|FACM|791|1|||yes|CLIN AST PROF|2012-06-22
60790000|NULL|01793250|FA12|518|1|||yes|PROF|1985-10-07
13100300|NULL|41907181|CTSY|744|1|||yes|CO LECTURER|2000-01-01
29030000|NULL|63902690|FA12|488|1|||yes|DIR & PROF|1999-08-01
29040100|NULL|80074910|FACM|791|1|||yes|CLIN AST PROF|2009-07-01
16060000|NULL|38101340|CTSY|738|1|||yes|CO ASO PROF|2012-06-16
16800000|NULL|17643610|CTSY|134|1|||yes|AFFL ASO PROF|2013-01-01
60140000|NULL|26278561|CTSY|734|1|||yes|CO PROF|1966-01-01
15010000|NULL|51391321|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-03-29
29091200|NULL|99316440|FACM|791|1|||yes|CLIN AST PROF|2012-12-21
29070100|NULL|17216101|FACM|791|1|||yes|CLIN AST PROF|2013-08-01
07390000|NULL|95958551|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2011-08-12
30290000|NULL|87781814|CTSY|738|1|||yes|CO ASO PROF|2014-05-01
63640500|NULL|18182536|TU2N|1064|1|||yes|CUSTODIAL WORKER|2011-11-10
35010800|NULL|46492300|US2E|954|1|||yes|REGISTERED NURSE SPEC|1996-03-11
67010000|NULL|33121251|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-10-29
29120000|NULL|10475700|FA12|203|1|||yes|RES AST PROF|1985-09-27
13020000|NULL|32649820|CTSY|734|1|||yes|CO PROF|2004-06-18
60150000|NULL|16915590|GA12|540|1|||yes|GRADUATE AST-R|2013-08-16
35010600|NULL|42674521|TU2E|958|1|||yes|REGISTERED NURSE, SR SPEC|2003-08-15
60290000|NULL|57776041|OPSE|1481|1|||yes|CONSULTANT  (OPS EXEMPT)|2009-07-31
17220700|NULL|95356521|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-08-24
67010000|NULL|15321376|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-08-05
17030100|NULL|22046514|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-04-24
60210000|NULL|80132156|GA12|540|1|||yes|GRADUATE AST-R|2014-08-16
15010000|NULL|33029809|GA09|540|1|||yes|GRADUATE AST-R|2011-08-16
60780000|NULL|09533391|TU2N|1064|1|||yes|CUSTODIAL WORKER|2003-11-21
14200800|NULL|90422010|US2N|858|1|||yes|COMPUTER PROG-ANALYST, SR|1984-01-09
60190000|NULL|43894420|CTSY|518|1|||yes|PROF|2004-06-18
67010000|NULL|95233543|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-10-25
60754000|NULL|78614299|GA12|540|1|||yes|GRADUATE AST-R|2013-01-01
17030100|NULL|47035906|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-01-30
32060300|NULL|95879930|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-08-02
32060300|NULL|46823410|CTSY|144|1|||yes|AFFL CLIN AST PROF|2007-08-15
06040000|NULL|88017231|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2013-03-08
29120000|NULL|93192281|CTSY|738|1|||yes|CO ASO PROF|2012-09-10
30050000|NULL|12145301|FACM|791|1|||yes|CLIN AST PROF|2012-08-03
29120000|NULL|17183115|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
16360100|NULL|49595113|GA12|540|1|||yes|GRADUATE AST-R|2011-08-16
14200200|NULL|22870720|US2N|858|1|||yes|COMPUTER PROG-ANALYST, SR|1995-07-05
67010000|NULL|90314967|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-08-01
29051000|NULL|08327230|FACM|791|1|||yes|CLIN AST PROF|1997-07-01
03020000|NULL|90964235|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-09-28
36020000|NULL|67671130|FA12|791|1|||yes|CLIN AST PROF|2010-09-03
32060300|NULL|97056300|CTSY|144|1|||yes|AFFL CLIN AST PROF|2012-11-19
03030000|NULL|24417581|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2011-10-24
17030100|NULL|31140334|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-09-27
29020100|NULL|91427169|GA12|540|1|||yes|GRADUATE AST-R|2009-08-16
30290200|NULL|59565701|FACM|791|1|||yes|CLIN AST PROF|2014-06-09
21010000|NULL|41480030|TA12|1603|1|||yes|VICE PRES & CFO|2002-09-23
05310000|NULL|98467494|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-01-22
57140100|NULL|96155862|CTSY|134|1|||yes|AFFL ASO PROF|2013-02-22
28010000|NULL|12161582|OPSN|1480|1|||yes|OPS HOURLY SECRETARY/CLERICAL|2014-08-14
16030100|NULL|80214280|FA09|518|1|||yes|PROF|1983-08-05
65010000|NULL|30318480|TA12|1627|1|||yes|RESEARCH ADM 1|2012-01-23
19050000|NULL|61588500|CTSY|734|1|||yes|CO PROF|2012-11-14
29030000|NULL|84762560|CTSY|134|1|||yes|AFFL ASO PROF|2004-06-18
60230000|NULL|96519800|TU2E|1099|1|||yes|FARM SPV|1985-03-18
29150000|NULL|72620590|US2N|970|1|||yes|OPHTHALMIC TECHNOLOGIST|1995-11-16
18180000|NULL|43436840|OF12|438|1|||yes|AST PROF/PKY|2005-01-28
07700100|NULL|61868123|TU2N|1058|1|||yes|BUILDING CONSTRUCT INSPECTOR|2009-03-27
30090000|NULL|50075128|FACM|791|1|||yes|CLIN AST PROF|2012-08-01
26010100|NULL|72598196|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-06-02
19070000|NULL|00284761|CTSY|738|1|||yes|CO ASO PROF|1989-12-11
06040000|NULL|85971411|ISCR|1506|1|||yes|NRA SCHOLARSHIP RECIPIENT|2013-09-20
60352018|NULL|13164490|FA12|333|1|||yes|CTY EXT DIR & EXT AGENT IV|1989-11-01
05310000|NULL|49076122|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2012-02-22
28050000|NULL|80391780|FA12|518|1|||yes|PROF|1982-05-21
29020000|NULL|17700410|CTSY|134|1|||yes|AFFL ASO PROF|2004-06-18
60080000|NULL|26464670|CTSY|734|1|||yes|CO PROF|2004-06-18
60451000|NULL|01687981|FA12|243|1|||yes|PRG EXT AGENT I|2006-07-01
62060100|NULL|18990508|TU2N|1601|1|||yes|CHILD DEVELOPMENT TEAM TEACHER|2013-10-09
60070000|NULL|89115551|GA12|540|1|||yes|GRADUATE AST-R|2012-08-16
07390100|NULL|12876573|TU2N|1064|1|||yes|CUSTODIAL WORKER|2014-03-31
29200000|NULL|94640280|FACM|518|1|||yes|PROF|1984-11-02
04050000|NULL|46694400|FWSP|1482|1|||yes|STU AST- CLERICAL & ADMIN|2013-05-10
25050000|NULL|03328031|CTSY|738|1|||yes|CO ASO PROF|2013-08-30
29141100|NULL|56082950|TA12|1471|1|||yes|PHYSICIAN AST 5|2003-02-10
71010000|NULL|23162540|TU2E|933|1|||yes|CONSTRUCTION PROJECTS SPEC|1999-08-13
60070000|NULL|02605650|FA12|400|1|||yes|AST PRG DIR & PROF|1982-01-29
35010800|NULL|26904300|US2E|954|1|||yes|REGISTERED NURSE SPEC|1995-08-04
19340000|NULL|06912310|CTSY|134|1|||yes|AFFL ASO PROF|2011-10-03
19020000|NULL|00305800|GA12|540|1|||yes|GRADUATE AST-R|2002-07-22
23010100|NULL|65069243|STAS|1482|1|||yes|STU AST- CLERICAL & ADMIN|2014-05-12
32020000|NULL|19116296|CTSY|734|1|||yes|CO PROF|2014-06-13
